"","ParcelId","Address","SalePrice","SaleDate","SaleCondition","AssessedValue","ParcelType","YearBuilt","GrLivArea","BsmtFinSF1","LotArea","Bedrooms","CentralAir","Fireplaces","Occupancy","Style","Neighborhood","InstrumentNo"
"1",905377160,"240 HICKORY DR",96000,"8/1/2002 12:00:00 AM","Normal",129300,"Dwg&Lot",1863,1475,0,13217,3,"Yes",0,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","Edwards","201602829"
"2",902404050,"607 CARROLL AVE",99600,"12/1/2012 12:00:00 AM","Abnorml",109300,"Dwg&Lot",1865,1464,0,10800,3,"No",0,"Single-family detached (includes detached townhouses)","Two story","OldTown","201214899"
"3",902104105,"1114 WILSON AVE",52000,"1/1/1988 12:00:00 AM","Partial",134500,"Dwg&Lot",1870,1815,0,10448,5,"No",0,"Single-family detached (includes detached townhouses)","Two story","OldTown","201308744"
"4",902135110,"912 KELLOGG AVE",35000,"1/1/1989 12:00:00 AM","Normal",158100,"Dwg&Lot",1870,2533,0,10228,4,"Yes",0,"Single-family detached (includes detached townhouses)","Two story","OldTown","523-197"
"5",902326040,"823 DOUGLAS AVE",0,"","Abnorml",213200,"Dwg&Lot",1872,3882,0,11520,5,"No",3,"Two-family conversion; originally built as one-family dwelling","Two and one-half story:  3rd level finished","OldTown","250-283"
"6",902330010,"114 8TH ST",122000,"12/1/2008 12:00:00 AM","Normal",137000,"Dwg&Lot",1872,2318,0,5250,4,"No",0,"Single-family detached (includes detached townhouses)","Two story","OldTown","813410"
"7",905101100,"4004 ONTARIO ST",94000,"5/1/2010 12:00:00 AM","Normal",103300,"Dwg&Lot",1875,1020,0,6342,2,"No",0,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","Sawyer","1004564"
"8",902330090,"722 DOUGLAS AVE",140000,"7/1/2012 12:00:00 AM","Normal",207700,"Dwg&Lot",1879,2454,0,13500,3,"Yes",1,"Single-family detached (includes detached townhouses)","Two and one-half story:  3rd level unfinished","OldTown","201207915"
"9",535353105,"615 13TH ST",68250,"6/1/1979 12:00:00 AM","No Data",183600,"Dwg&Lot",1880,2796,161,31929,2,"No",0,"Single-family detached (includes detached townhouses)","Two and one-half story:  3rd level unfinished","OldTown","258-117"
"10",535378010,"1429 KELLOGG AVE",51000,"11/1/2010 12:00:00 AM","Normal",145600,"Dwg&Lot",1880,1456,0,11798,3,"Yes",0,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","OldTown","201012543"
"11",903426210,"817 8TH ST",0,"","Normal",130900,"Dwg&Lot",1880,1988,0,12840,4,"No",0,"Single-family detached (includes detached townhouses)","Two story","OldTown","128-230"
"12",911128150,"224 WASHINGTON AVE",0,"","Normal",63300,"Dwg&Lot",1880,1257,0,11360,2,"No",0,"Single-family detached (includes detached townhouses)","Two story","IDOT&RR","8366"
"13",911129100,"234 S KELLOGG AVE 236",49950,"8/1/1993 12:00:00 AM","Normal",102100,"Dwg&Lot",1880,1612,0,9810,3,"Yes",0,"Two-family conversion; originally built as one-family dwelling","One and one-half story:  2nd level finished","IDOT&RR","210248"
"14",905402100,"411 OLIVER AVE",185000,"12/1/2015 12:00:00 AM","Normal",214800,"Dwg&Lot",1880,2358,0,16744,4,"Yes",1,"Single-family detached (includes detached townhouses)","Two story","Edwards","201600058"
"15",905425060,"3213 OAKLAND ST",220000,"6/1/1999 12:00:00 AM","Normal",416500,"Dwg&Lot",1880,2376,0,83419,3,"Yes",1,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","ClearCr","9909698"
"16",905475075,"3412 WOODLAND ST",0,"1/1/1983 12:00:00 AM","Normal",170400,"Dwg&Lot",1880,1606,0,15440,3,"No",0,"Single-family detached (includes detached townhouses)","Two story","Edwards","6229"
"17",902107010,"1017 CLARK AVE",83000,"3/1/2003 12:00:00 AM","Normal",96100,"Dwg&Lot",1880,1637,0,9600,4,"No",0,"Two-family conversion; originally built as one-family dwelling","One and one-half story:  2nd level finished","OldTown","400797"
"18",535180150,"309 20TH ST",0,"","Normal",63200,"Dwg&Lot",1880,1125,0,8340,3,"Yes",0,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","N Ames","9607379"
"19",906226060,"1110 DELAWARE AVE",131000,"6/1/2009 12:00:00 AM","Normal",144900,"Dwg&Lot",1880,2016,0,26400,4,"Yes",1,"Single-family detached (includes detached townhouses)","Two story","SawyerW","907781"
"20",902125020,"1229 KELLOGG AVE",115500,"3/1/2013 12:00:00 AM","Normal",117600,"Dwg&Lot",1880,1750,0,9000,3,"Yes",0,"Single-family detached (includes detached townhouses)","Two story","OldTown","201303825"
"21",902128050,"1113 KELLOGG AVE",0,"","Normal",120900,"Dwg&Lot",1880,1610,0,10800,3,"No",0,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","OldTown","800498"
"22",902134030,"923 KELLOGG AVE",76129,"6/1/2015 12:00:00 AM","Normal",104700,"Dwg&Lot",1880,1594,0,7038,4,"Yes",1,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","OldTown","201505625"
"23",902207220,"223 E 9TH ST",295000,"5/1/2008 12:00:00 AM","Normal",297600,"Dwg&Lot",1880,3493,0,18386,3,"Yes",1,"Single-family detached (includes detached townhouses)","Two and one-half story:  3rd level finished","OldTown","805292"
"24",902300170,"619 8TH ST",171000,"11/1/2013 12:00:00 AM","Normal",155400,"Dwg&Lot",1880,2119,0,10600,4,"Yes",0,"Single-family detached (includes detached townhouses)","Two story","OldTown","201313649"
"25",902304040,"721 CLARK AVE",70900,"5/1/2011 12:00:00 AM","Abnorml",126100,"Dwg&Lot",1880,2210,0,9900,5,"Yes",0,"Single-family detached (includes detached townhouses)","Two story","OldTown","201105085"
"26",902326030,"829 DOUGLAS AVE",265979,"5/1/2009 12:00:00 AM","Normal",221900,"Dwg&Lot",1880,2640,0,11700,2,"No",1,"Single-family detached (includes detached townhouses)","Two story","OldTown","906731"
"27",902402120,"717 CRAWFORD AVE",103500,"11/1/2002 12:00:00 AM","Normal",123000,"Dwg&Lot",1880,1144,290,11340,3,"Yes",0,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","OldTown","218975"
"28",902402210,"726 CARROLL AVE",72000,"8/1/2002 12:00:00 AM","Normal",109900,"Dwg&Lot",1880,1856,0,11340,3,"No",0,"Four-family conversion; originally built as one-family dwelling","Two story","OldTown","315843"
"29",902330040,"703 DUFF AVE",168000,"11/1/2009 12:00:00 AM","Normal",180400,"Dwg&Lot",1882,1742,216,17671,4,"Yes",1,"Single-family detached (includes detached townhouses)","Two story","OldTown","914301"
"30",911129120,"228 S KELLOGG AVE",31000,"6/1/1995 12:00:00 AM","Normal",73600,"Dwg&Lot",1885,1098,0,6560,3,"No",0,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","IDOT&RR","201610268"
"31",904300090,"2909 OAKLAND ST",64001,"8/1/1994 12:00:00 AM","Normal",156700,"Dwg&Lot",1885,1610,0,10860,4,"Yes",0,"Single-family detached (includes detached townhouses)","Two story","S&W ISU","9409084"
"32",902125120,"1212 BURNETT AVE",100000,"8/1/2007 12:00:00 AM","Normal",102400,"Dwg&Lot",1885,1047,0,10800,2,"Yes",0,"Single-family detached (includes detached townhouses)","One story","OldTown","709455"
"33",902131070,"1008 BURNETT AVE",235000,"5/1/2015 12:00:00 AM","Normal",167100,"Dwg&Lot",1885,4389,0,14400,7,"Yes",1,"Single-family detached (includes detached townhouses)","Two story","OldTown","201610023"
"34",902134010,"312 10TH ST",109400,"8/1/2015 12:00:00 AM","Normal",109400,"Dwg&Lot",1885,1564,448,6756,2,"Yes",0,"Single-family detached (includes detached townhouses)","Two story","OldTown","201507728"
"35",902134080,"903 KELLOGG AVE",0,"","Normal",127400,"Dwg&Lot",1885,1598,0,15210,3,"No",0,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","OldTown","203-218"
"36",902330070,"708 DOUGLAS AVE",134086,"9/1/1999 12:00:00 AM","Allocat",187100,"Dwg&Lot",1885,2769,0,13500,5,"No",2,"Four-family conversion; originally built as one-family dwelling","Two story","OldTown","201404727"
"37",902400080,"809 CARROLL AVE",35000,"1/1/1986 12:00:00 AM","Normal",100000,"Dwg&Lot",1885,1371,0,12150,2,"No",0,"Single-family detached (includes detached townhouses)","Two story","OldTown","230-195"
"38",902401080,"119 E 7TH ST",29501,"1/1/1982 12:00:00 AM","Normal",149700,"Dwg&Lot",1885,2261,0,15525,4,"Yes",0,"Single-family detached (includes detached townhouses)","Two and one-half story:  3rd level unfinished","OldTown","201611598"
"39",902401140,"720 DUFF AVE",182500,"11/1/2003 12:00:00 AM","Chg Use",201500,"Dwg&Lot",1885,2708,0,16800,4,"Yes",0,"Single-family detached (includes detached townhouses)","Two story","OldTown","201512512"
"40",902402190,"710 CARROLL AVE",144000,"11/1/2015 12:00:00 AM","Normal",123700,"Dwg&Lot",1885,2020,0,17010,5,"No",0,"Two-family conversion; originally built as one-family dwelling","Two story","OldTown","201511227"
"41",902402200,"716 CARROLL AVE",92000,"4/1/1998 12:00:00 AM","Normal",130400,"Dwg&Lot",1885,1358,0,11340,2,"Yes",0,"Single-family detached (includes detached townhouses)","Two story","OldTown","9804655"
"42",902402250,"818 CARROLL AVE 816",145000,"5/1/2014 12:00:00 AM","Normal",145900,"Dwg&Lot",1885,2290,0,11340,4,"Yes",0,"Two-family conversion; originally built as one-family dwelling","Two story","OldTown","201403694"
"43",902408110,"522 CARROLL AVE",162500,"5/1/2002 12:00:00 AM","Normal",213500,"Dwg&Lot",1886,2190,0,5400,4,"Yes",0,"Single-family detached (includes detached townhouses)","Two story","OldTown","207704"
"44",535353160,"1320 GRAND AVE",100000,"4/1/2015 12:00:00 AM","Normal",129800,"Dwg&Lot",1890,1544,0,14190,3,"Yes",0,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","OldTown","201503145"
"45",535354150,"505 13TH ST",40000,"4/1/2011 12:00:00 AM","Normal",60900,"Dwg&Lot",1890,634,160,6440,1,"No",0,"Single-family detached (includes detached townhouses)","One story","OldTown","201212475"
"46",535379040,"1417 DOUGLAS AVE",0,"","Normal",113200,"Dwg&Lot",1890,1566,0,10800,4,"No",0,"Single-family detached (includes detached townhouses)","Two story","OldTown","213-178"
"47",535379050,"1411 DOUGLAS AVE",71500,"7/1/2004 12:00:00 AM","Abnorml",96200,"Dwg&Lot",1890,1155,0,10800,3,"Yes",0,"Single-family detached (includes detached townhouses)","Two story","OldTown","410478"
"48",535380040,"1421 DUFF AVE",40500,"1/1/1990 12:00:00 AM","Normal",86800,"Dwg&Lot",1890,1059,0,10927,3,"No",0,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","N Ames","201400802"
"49",535382140,"1322 KELLOGG AVE",99900,"4/1/2001 12:00:00 AM","Normal",119200,"Dwg&Lot",1890,1032,0,10800,2,"Yes",0,"Single-family detached (includes detached townhouses)","Two story","OldTown","105615"
"50",535383120,"1326 DOUGLAS AVE",78500,"11/1/2009 12:00:00 AM","Normal",84200,"Dwg&Lot",1890,725,0,10800,1,"Yes",0,"Single-family detached (includes detached townhouses)","One story","OldTown","201007832"
"51",531478030,"1401 FLORIDA AVE",52020,"9/1/2004 12:00:00 AM","Normal",56400,"Dwg&Lot",1890,908,0,6600,2,"No",0,"Single-family detached (includes detached townhouses)","One story","SawyerW","201402644"
"52",903429030,"715 GRAND AVE",97000,"10/1/1999 12:00:00 AM","Normal",132400,"Dwg&Lot",1890,1783,338,10472,3,"Yes",0,"Single-family detached (includes detached townhouses)","Two story","OldTown","201208764"
"53",903429050,"703 GRAND AVE",0,"","Abnorml",156000,"Dwg&Lot",1890,2284,838,12975,5,"No",0,"Four-family conversion; originally built as one-family dwelling","Two and one-half story:  3rd level unfinished","OldTown","201211187"
"54",903455080,"209 N MAPLE AVE",134900,"2/1/2016 12:00:00 AM","Normal",122900,"Dwg&Lot",1890,1316,0,6240,3,"Yes",0,"Single-family detached (includes detached townhouses)","Two story","IDOT&RR","201601317"
"55",911103090,"325 S WALNUT AVE",1440,"11/1/1996 12:00:00 AM","Abnorml",145200,"Dwg&Lot",1890,1965,0,7200,5,"Yes",0,"Single-family detached (includes detached townhouses)","Two story","IDOT&RR","201201074"
"56",911128100,"227 S KELLOGG AVE 229",38000,"5/1/1994 12:00:00 AM","Abnorml",101200,"Dwg&Lot",1890,1748,0,9663,5,"No",0,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","IDOT&RR","9405611"
"57",905426180,"3421 WOODLAND ST",104000,"8/1/1999 12:00:00 AM","Normal",169200,"Dwg&Lot",1890,1854,0,9723,4,"Yes",1,"Two-family conversion; originally built as one-family dwelling","Two story","Edwards","9911379"
"58",904100115,"1207 HYLAND AVE",185000,"8/1/2004 12:00:00 AM","Normal",196500,"Dwg&Lot",1890,1738,396,30160,4,"Yes",2,"Single-family detached (includes detached townhouses)","Two story","ClearCr","411894"
"59",902105080,"1104 CLARK AVE",133000,"4/1/2015 12:00:00 AM","Normal",119200,"Dwg&Lot",1890,1162,0,10400,3,"Yes",0,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","OldTown","201503378"
"60",902109070,"603 9TH ST 605",44000,"1/1/1984 12:00:00 AM","Normal",118000,"Dwg&Lot",1890,1908,0,8460,4,"No",1,"Two-family conversion; originally built as one-family dwelling","Two story","OldTown","201100447"
"61",902135030,"919 DOUGLAS AVE",82000,"7/1/2002 12:00:00 AM","Normal",104100,"Dwg&Lot",1890,1682,857,6000,3,"No",0,"Three-family conversion; originally built as one-family dwelling","Two story","OldTown","405233"
"62",902136110,"111 9TH ST",118000,"4/1/2016 12:00:00 AM","Normal",102200,"Dwg&Lot",1890,1080,0,5914,3,"Yes",0,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","OldTown","201603651"
"63",908276200,"408 HILLTOP RD",33000,"1/1/1991 12:00:00 AM","Normal",71800,"Dwg&Lot",1890,2031,0,11944,4,"No",0,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","Edwards","606-308"
"64",902201070,"217 E 12TH ST",100000,"8/1/2011 12:00:00 AM","Family",89600,"Dwg&Lot",1890,1215,0,7500,3,"No",0,"Single-family detached (includes detached townhouses)","Two story","OldTown","201107420"
"65",902202050,"1215 MAXWELL AVE",29000,"1/1/1990 12:00:00 AM","Normal",96000,"Dwg&Lot",1890,1037,0,5925,2,"Yes",0,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","OldTown","201310495"
"66",902204030,"1117 STAFFORD AVE",90000,"9/1/2003 12:00:00 AM","Normal",93500,"Dwg&Lot",1890,1025,0,6000,2,"Yes",0,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","OldTown","201607085"
"67",906423010,"806 DELAWARE AVE",99100,"10/1/2005 12:00:00 AM","Normal",129400,"Dwg&Lot",1890,2069,0,22840,4,"Yes",0,"Single-family detached (includes detached townhouses)","Two story","SawyerW","515171"
"68",902300160,"617 8TH ST",15000,"1/1/1989 12:00:00 AM","Abnorml",146600,"Dwg&Lot",1890,2076,0,10600,3,"Yes",1,"Single-family detached (includes detached townhouses)","Two and one-half story:  3rd level unfinished","OldTown","614185"
"69",902300180,"625 8TH ST",73400,"3/1/1993 12:00:00 AM","Normal",153300,"Dwg&Lot",1890,1755,0,8600,3,"No",0,"Single-family detached (includes detached townhouses)","Two and one-half story:  3rd level unfinished","OldTown","201400299"
"70",902301020,"831 CLARK AVE",48350,"1/1/1989 12:00:00 AM","Normal",120100,"Dwg&Lot",1890,1611,0,4780,3,"No",1,"Single-family detached (includes detached townhouses)","Two story","OldTown","258-163"
"71",902301040,"821 CLARK AVE",118000,"5/1/2005 12:00:00 AM","Normal",134600,"Dwg&Lot",1890,1486,0,9600,2,"Yes",0,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","OldTown","506434"
"72",902302060,"811 BURNETT AVE",67000,"1/1/1992 12:00:00 AM","Normal",168400,"Dwg&Lot",1890,3334,0,9600,5,"No",0,"Five-family (or more) conversion; originally built as one-family dwelling","Two and one-half story:  3rd level finished","OldTown","2720"
"73",902303020,"624 8TH ST",74100,"1/1/2013 12:00:00 AM","Abnorml",81500,"Dwg&Lot",1890,1187,0,8838,2,"No",0,"Single-family detached (includes detached townhouses)","Two story","OldTown","201301093"
"74",902303110,"613 7TH ST 615",84000,"11/1/1999 12:00:00 AM","Normal",112100,"Dwg&Lot",1890,1616,0,8864,3,"No",0,"Two-family conversion; originally built as one-family dwelling","Two and one-half story:  3rd level unfinished","OldTown","9915929"
"75",902303120,"617 7TH ST",94000,"4/1/2004 12:00:00 AM","Normal",100000,"Dwg&Lot",1890,1482,0,8864,4,"Yes",0,"Two-family conversion; originally built as one-family dwelling","Two story","OldTown","404686"
"76",902305050,"707 BURNETT AVE 709",68000,"10/1/2000 12:00:00 AM","Abnorml",117000,"Dwg&Lot",1890,1876,0,9600,4,"No",0,"Two-family conversion; originally built as one-family dwelling","Two story","OldTown","11565"
"77",902325030,"827 KELLOGG AVE",52650,"1/1/1989 12:00:00 AM","Normal",132100,"Dwg&Lot",1890,1788,0,9000,3,"No",0,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","OldTown","1003646"
"78",902326020,"216 9TH ST",155000,"3/1/2015 12:00:00 AM","Normal",122700,"Dwg&Lot",1890,2322,0,4350,4,"No",0,"Duplex","Two story","OldTown","201502084"
"79",902326110,"816 KELLOGG AVE",0,"","Normal",184900,"Dwg&Lot",1890,3391,0,10800,4,"No",0,"Single-family detached (includes detached townhouses)","Two story","OldTown","214-181"
"80",902327050,"811 DUFF AVE",0,"","Normal",122400,"Dwg&Lot",1890,1788,0,10800,3,"Yes",0,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","OldTown","175-125"
"81",902328070,"703 KELLOGG AVE 705",75000,"3/1/2002 12:00:00 AM","Allocat",101400,"Dwg&Lot",1890,1885,0,7200,2,"No",1,"Two-family conversion; originally built as one-family dwelling","Two story","OldTown","402769"
"82",902330080,"714 DOUGLAS AVE",0,"1/1/1986 12:00:00 AM","Normal",230100,"Dwg&Lot",1890,2518,0,16200,5,"Yes",0,"Single-family detached (includes detached townhouses)","Two and one-half story:  3rd level unfinished","OldTown","227-195"
"83",902402220,"800 CARROLL AVE 802",0,"","Normal",112500,"Dwg&Lot",1890,1561,0,11340,3,"No",0,"Two-family conversion; originally built as one-family dwelling","Two story","OldTown","162-725"
"84",902404030,"615 CARROLL AVE",94800,"12/1/2012 12:00:00 AM","Abnorml",105200,"Dwg&Lot",1890,1533,624,9000,3,"No",0,"Two-family conversion; originally built as one-family dwelling","Two story","OldTown","201214915"
"85",902405070,"223 E 6TH ST",184000,"12/1/2008 12:00:00 AM","Normal",199600,"Dwg&Lot",1890,2495,0,10800,5,"Yes",1,"Single-family detached (includes detached townhouses)","Two story","OldTown","813332"
"86",902405100,"604 CARROLL AVE",128500,"10/1/2012 12:00:00 AM","Normal",141500,"Dwg&Lot",1890,1869,1088,8820,2,"Yes",0,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","OldTown","201213308"
"87",902405110,"612 CARROLL AVE",71000,"12/1/1995 12:00:00 AM","Partial",124800,"Dwg&Lot",1890,1486,400,7380,2,"Yes",0,"Single-family detached (includes detached townhouses)","Two story","OldTown","9511702"
"88",902408020,"521 CRAWFORD AVE",98000,"12/1/2015 12:00:00 AM","Normal",104300,"Dwg&Lot",1890,1556,0,10800,3,"Yes",0,"Single-family detached (includes detached townhouses)","Two story","OldTown","201512298"
"89",902408080,"508 CARROLL AVE",112000,"12/1/2013 12:00:00 AM","Abnorml",134700,"Dwg&Lot",1890,2554,0,10800,3,"Yes",0,"Single-family detached (includes detached townhouses)","Two story","OldTown","201314481"
"90",902409030,"522 CRAWFORD AVE",0,"","Abnorml",151700,"Dwg&Lot",1890,2747,0,11620,3,"No",1,"Two-family conversion; originally built as one-family dwelling","Two story","OldTown","206627"
"91",903204130,"1137 NORTHWESTERN AVE",36000,"1/1/1987 12:00:00 AM","Normal",100400,"Dwg&Lot",1890,1162,60,6137,3,"Yes",0,"Single-family detached (includes detached townhouses)","Two story","BrkSide","9817002"
"92",535303220,"1726 GRAND AVE",125900,"1/1/2014 12:00:00 AM","Normal",167500,"Dwg&Lot",1890,2504,0,14000,6,"Yes",0,"Single-family detached (includes detached townhouses)","Two and one-half story:  3rd level finished","N Ames","201611919"
"93",902107090,"1018 WILSON AVE",50000,"11/1/2011 12:00:00 AM","Abnorml",86600,"Dwg&Lot",1891,1462,0,8250,2,"Yes",1,"Single-family detached (includes detached townhouses)","Two story","OldTown","201112156"
"94",902400100,"726 DUFF AVE 724",0,"","Abnorml",381700,"2ndDwlg",1891,969,0,0,1,"No",0,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","OldTown","205-203"
"95",902400100,"726 DUFF AVE 724",0,"","No Data",381700,"Dwg&Lot",1891,4576,0,21420,5,"No",2,"Single-family detached (includes detached townhouses)","Two and one-half story:  3rd level unfinished","OldTown","205-203"
"96",902101070,"1205 CLARK AVE",0,"","Normal",136700,"Dwg&Lot",1892,2104,0,9600,4,"No",0,"Single-family detached (includes detached townhouses)","Two and one-half story:  3rd level unfinished","OldTown","201506734"
"97",902106060,"1003 WILSON AVE",115000,"11/1/2013 12:00:00 AM","Normal",126300,"Dwg&Lot",1892,2372,0,6600,4,"No",0,"Single-family detached (includes detached townhouses)","Two story","OldTown","201313510"
"98",902327125,"812 DOUGLAS AVE",279000,"1/1/2015 12:00:00 AM","Abnorml",192100,"Dwg&Lot",1892,1919,0,10464,3,"Yes",0,"Single-family detached (includes detached townhouses)","Two story","OldTown","201500560"
"99",902400110,"804 DUFF AVE",320000,"3/1/2016 12:00:00 AM","Normal",351000,"Dwg&Lot",1892,3608,0,22950,4,"Yes",2,"Single-family detached (includes detached townhouses)","Two and one-half story:  3rd level finished","OldTown","201603081"
"100",535327050,"1713 DUFF AVE",115000,"9/1/2015 12:00:00 AM","Family",158800,"Dwg&Lot",1892,1640,510,15152,4,"Yes",1,"Single-family detached (includes detached townhouses)","Two and one-half story:  3rd level unfinished","N Ames","201509528"
"101",905427150,"3319 WOODLAND ST",665000,"7/1/2005 12:00:00 AM","Normal",735600,"Dwg&Lot",1893,4714,686,120034,4,"Yes",4,"Single-family detached (includes detached townhouses)","Two story","Edwards","201609644"
"102",902401125,"712 DUFF AVE",325000,"7/1/2008 12:00:00 AM","Normal",306900,"Dwg&Lot",1893,2775,0,13095,3,"Yes",1,"Single-family detached (includes detached townhouses)","Three story","OldTown","201104288"
"103",903431050,"603 GRAND AVE",75000,"1/1/1986 12:00:00 AM","Normal",167900,"Dwg&Lot",1894,2476,0,9112,4,"No",0,"Single-family detached (includes detached townhouses)","Two and one-half story:  3rd level unfinished","OldTown","9612631"
"104",535379110,"1412 KELLOGG AVE",148000,"7/1/2007 12:00:00 AM","Normal",170700,"Dwg&Lot",1895,1732,392,10800,3,"Yes",0,"Single-family detached (includes detached townhouses)","Two story","OldTown","708346"
"105",911102090,"233 WASHINGTON AVE",76750,"7/1/2013 12:00:00 AM","Normal",93000,"Dwg&Lot",1895,1361,0,5280,2,"No",0,"Single-family detached (includes detached townhouses)","Two story","IDOT&RR","201309278"
"106",911103035,"518 S 3RD ST",0,"","Abnorml",133800,"Dwg&Lot",1895,2816,0,11090,6,"No",0,"Four-family conversion; originally built as one-family dwelling","Two story","IDOT&RR","246-73"
"107",911103060,"311 S WALNUT AVE",119600,"6/1/2007 12:00:00 AM","Normal",134000,"Dwg&Lot",1895,1991,529,8250,4,"No",0,"Two-family conversion; originally built as one-family dwelling","Two story","IDOT&RR","707200"
"108",903481150,"224 N MAPLE AVE",70500,"10/1/1997 12:00:00 AM","Normal",98200,"Dwg&Lot",1895,1302,0,5160,2,"No",0,"Single-family detached (includes detached townhouses)","Two story","IDOT&RR","9712115"
"109",902107060,"1002 WILSON AVE",31000,"1/1/1988 12:00:00 AM","Normal",96100,"Dwg&Lot",1895,1176,0,8250,2,"No",0,"Two-family conversion; originally built as one-family dwelling","Two story","OldTown","293-196"
"110",909100100,"103 S HYLAND AVE",75000,"6/1/1999 12:00:00 AM","Allocat",104600,"Dwg&Lot",1895,1681,0,8702,5,"No",0,"Single-family detached (includes detached townhouses)","Two story","S&W ISU","9907474"
"111",902136040,"921 DUFF AVE",0,"","Abnorml",121100,"Dwg&Lot",1895,1964,0,6624,2,"No",0,"Three-family conversion; originally built as one-family dwelling","Two story","OldTown","210-259"
"112",904353050,"139 SHELDON AVE",110000,"1/1/1982 12:00:00 AM","Normal",173200,"Dwg&Lot",1895,3722,0,13500,8,"No",0,"Five-family (or more) conversion; originally built as one-family dwelling","Two and one-half story:  3rd level finished","S&W ISU","9709391"
"113",902300150,"615 8TH ST",52000,"1/1/1992 12:00:00 AM","Normal",107500,"Dwg&Lot",1895,1777,0,10600,2,"Yes",0,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","OldTown","290-105"
"114",902306090,"520 7TH ST",100000,"1/1/2016 12:00:00 AM","Normal",123600,"Dwg&Lot",1895,1304,0,9159,2,"Yes",0,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","OldTown","201601229"
"115",902306220,"617 6TH ST",134000,"6/1/2011 12:00:00 AM","Normal",143200,"Dwg&Lot",1895,1652,623,9159,3,"Yes",1,"Single-family detached (includes detached townhouses)","Two story","OldTown","201310070"
"116",902325120,"812 BURNETT AVE 814",0,"","Normal",134700,"Dwg&Lot",1895,1770,0,10800,4,"No",0,"Two-family conversion; originally built as one-family dwelling","Two story","OldTown","201305132"
"117",902477090,"517 E LINCOLN WAY #101",0,"","Normal",71500,"Dwg&Lot",1895,1045,0,13966,3,"No",0,"Two-family conversion; originally built as one-family dwelling","One and one-half story:  2nd level finished","IDOT&RR","512-205"
"118",909425240,"930 ASH AVE",0,"1/1/1988 12:00:00 AM","Normal",306900,"Dwg&Lot",1895,3613,0,19049,4,"Yes",1,"Single-family detached (includes detached townhouses)","Two story","Crawfor","253-80"
"119",535353120,"619 13TH ST",85000,"9/1/2014 12:00:00 AM","Normal",75600,"Dwg&Lot",1896,1159,0,9720,3,"No",0,"Single-family detached (includes detached townhouses)","One story","OldTown","201408776"
"120",911204100,"220 SE 2ND ST",50138,"6/1/2010 12:00:00 AM","Allocat",89700,"Dwg&Lot",1896,952,0,8712,3,"Yes",0,"Single-family detached (includes detached townhouses)","One story","IDOT&RR","1006169"
"121",903431030,"617 GRAND AVE",129900,"12/1/2005 12:00:00 AM","Normal",177500,"Dwg&Lot",1897,2803,0,12240,2,"Yes",0,"Two-family conversion; originally built as one-family dwelling","Two and one-half story:  3rd level unfinished","OldTown","515306"
"122",902325070,"803 KELLOGG AVE",192000,"8/1/2015 12:00:00 AM","Normal",130000,"Dwg&Lot",1898,2138,0,8100,2,"No",0,"Single-family detached (includes detached townhouses)","Two and one-half story:  3rd level unfinished","OldTown","201507848"
"123",904301280,"2924 WOODLAND ST",0,"","Normal",231300,"Dwg&Lot",1899,3459,0,32589,5,"Yes",1,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","Edwards","9508258"
"124",909100180,"2917 WOOD ST 101",120000,"2/1/2013 12:00:00 AM","Normal",128300,"Dwg&Lot",1899,1565,238,10130,3,"No",0,"Two-family conversion; originally built as one-family dwelling","One and one-half story:  2nd level finished","Edwards","201301958"
"125",909101020,"3006 WOOD ST",103700,"4/1/2001 12:00:00 AM","Abnorml",135000,"Dwg&Lot",1899,1578,0,12354,3,"Yes",0,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","Edwards","611972"
