"","ParcelId","Address","SalePrice","SaleDate","SaleCondition","AssessedValue","ParcelType","YearBuilt","GrLivArea","BsmtFinSF1","LotArea","Bedrooms","CentralAir","Fireplaces","Occupancy","Style","Neighborhood","InstrumentNo"
"8650",909455120,"1522 LITTLE BLUESTEM CT",190000,"7/1/2014 12:00:00 AM","Normal",198600,"Dwg&Lot",1991,1214,915,3907,2,"Yes",0,"Townhouse:  end unit","One story","Bluestm","201405816"
"8651",909456010,"1526 LITTLE BLUESTEM CT APT 11",0,"","Abnorml",107800,"Dwg&Lot",1993,1123,0,2595,3,"Yes",0,"Townhouse:  end unit","Two story","Bluestm","500-73"
"8652",909456020,"1526 LITTLE BLUESTEM CT APT 12",0,"","Abnorml",107100,"Dwg&Lot",1993,1123,0,2595,3,"Yes",0,"Townhouse:  inner unit","Two story","Bluestm","500-73"
"8653",909456030,"1526 LITTLE BLUESTEM CT APT 13",0,"","Abnorml",107100,"Dwg&Lot",1993,1123,0,2595,3,"Yes",0,"Townhouse:  inner unit","Two story","Bluestm","500-73"
"8654",909456040,"1526 LITTLE BLUESTEM CT APT 14",0,"","Abnorml",107100,"Dwg&Lot",1993,1123,0,2595,3,"Yes",0,"Townhouse:  inner unit","Two story","Bluestm","500-73"
"8655",909456050,"1526 LITTLE BLUESTEM CT APT 15",0,"","Abnorml",107800,"Dwg&Lot",1993,1123,0,2595,3,"Yes",0,"Townhouse:  end unit","Two story","Bluestm","500-73"
"8656",909456060,"1530 LITTLE BLUESTEM CT APT 21",107000,"3/1/2007 12:00:00 AM","Normal",107800,"Dwg&Lot",1993,1123,0,2595,3,"Yes",0,"Townhouse:  end unit","Two story","Bluestm","702962"
"8657",909456070,"1530 LITTLE BLUESTEM CT APT 22",110000,"7/1/2011 12:00:00 AM","Normal",121600,"Dwg&Lot",1993,1123,0,2595,3,"Yes",0,"Townhouse:  inner unit","Two story","Bluestm","201107171"
"8658",909456080,"1530 LITTLE BLUESTEM CT APT 23",117000,"6/1/2013 12:00:00 AM","Normal",107800,"Dwg&Lot",1993,1123,0,2595,3,"Yes",0,"Townhouse:  end unit","Two story","Bluestm","201308170"
"8659",909456090,"1536 LITTLE BLUESTEM CT APT 31",0,"","Abnorml",107800,"Dwg&Lot",1993,1123,0,2595,3,"Yes",0,"Townhouse:  end unit","Two story","Bluestm","500-72"
"8660",909456100,"1536 LITTLE BLUESTEM CT APT 32",0,"","Abnorml",107100,"Dwg&Lot",1993,1123,0,2595,3,"Yes",0,"Townhouse:  inner unit","Two story","Bluestm","500-72"
"8661",909456110,"1536 LITTLE BLUESTEM CT APT 33",0,"","Abnorml",107800,"Dwg&Lot",1993,1123,0,2595,3,"Yes",0,"Townhouse:  end unit","Two story","Bluestm","500-72"
"8662",909456170,"1525 LITTLE BLUESTEM CT APT 51",0,"","Abnorml",107800,"Dwg&Lot",1993,1123,0,2595,3,"Yes",0,"Townhouse:  end unit","Two story","Bluestm","291-227"
"8663",909456180,"1525 LITTLE BLUESTEM CT APT 52",0,"","Abnorml",107100,"Dwg&Lot",1993,1123,0,2595,3,"Yes",0,"Townhouse:  inner unit","Two story","Bluestm","291-227"
"8664",909456190,"1525 LITTLE BLUESTEM CT APT 53",0,"","Abnorml",107100,"Dwg&Lot",1993,1123,0,2595,3,"Yes",0,"Townhouse:  inner unit","Two story","Bluestm","291-227"
"8665",909456200,"1525 LITTLE BLUESTEM CT APT 54",0,"","Abnorml",107100,"Dwg&Lot",1993,1123,0,2595,3,"Yes",0,"Townhouse:  inner unit","Two story","Bluestm","291-227"
"8666",909456210,"1525 LITTLE BLUESTEM CT APT 55",0,"","Abnorml",107800,"Dwg&Lot",1993,1123,0,2595,3,"Yes",0,"Townhouse:  end unit","Two story","Bluestm","291-227"
"8667",909475210,"2015 INDIANGRASS CT",0,"","No Data",417700,"Dwg&Lot",1992,2196,1672,18353,1,"Yes",0,"Single-family detached (includes detached townhouses)","One story","Crawfor","264-193"
"8668",909475310,"2039 INDIANGRASS CT",303000,"9/1/2011 12:00:00 AM","Normal",327400,"Dwg&Lot",1992,1826,1206,26573,1,"Yes",1,"Single-family detached (includes detached townhouses)","One story","Crawfor","201108795"
"8669",909475320,"2028 INDIANGRASS CT",234800,"9/1/2003 12:00:00 AM","Normal",268400,"Dwg&Lot",1992,1747,820,17777,3,"Yes",1,"Single-family detached (includes detached townhouses)","Two story","Crawfor","319400"
"8670",909475330,"2022 INDIANGRASS CT",28000,"1/1/1992 12:00:00 AM","Abnorml",366200,"Dwg&Lot",1992,2371,1254,22493,3,"Yes",1,"Single-family detached (includes detached townhouses)","One story","Crawfor","305469"
"8671",909475340,"2016 INDIANGRASS CT",35000,"1/1/1992 12:00:00 AM","Partial",261300,"Dwg&Lot",1992,1854,0,19927,2,"Yes",1,"Single-family detached (includes detached townhouses)","One story","Crawfor","286-131"
"8672",909475365,"2010 INDIANGRASS CT",0,"","Abnorml",378600,"Dwg&Lot",1993,1856,1139,18225,1,"Yes",1,"Single-family detached (includes detached townhouses)","One story","Crawfor","512-243"
"8673",910275500,"644 SQUAW CREEK DR UNIT 1",0,"","No Data",77000,"Dwg&Lot",1993,816,0,1314,2,"Yes",0,"Condominium unit","One story","IOCondo","100211"
"8674",910275510,"644 SQUAW CREEK DR UNIT 2",0,"","No Data",77000,"Dwg&Lot",1993,816,0,1314,2,"Yes",0,"Condominium unit","One story","IOCondo","100211"
"8675",910275520,"644 SQUAW CREEK DR UNIT 3",0,"","No Data",77000,"Dwg&Lot",1993,816,0,1314,2,"Yes",0,"Condominium unit","One story","IOCondo","100211"
"8676",910275530,"644 SQUAW CREEK DR UNIT 4",0,"","No Data",77000,"Dwg&Lot",1993,816,0,1314,2,"Yes",0,"Condominium unit","One story","IOCondo","100211"
"8677",910275540,"644 SQUAW CREEK DR UNIT 5",0,"","No Data",89200,"Dwg&Lot",1993,912,0,1466,3,"Yes",0,"Condominium unit","One story","IOCondo","100211"
"8678",910275550,"644 SQUAW CREEK DR UNIT 6",0,"","No Data",89200,"Dwg&Lot",1993,912,0,1466,3,"Yes",0,"Condominium unit","One story","IOCondo","100211"
"8679",910275560,"644 SQUAW CREEK DR UNIT 7",0,"","No Data",35400,"Dwg&Lot",1993,352,0,597,0,"Yes",0,"Condominium unit","One story","IOCondo","100211"
"8680",910275570,"644 SQUAW CREEK DR UNIT 8",0,"","No Data",79700,"Dwg&Lot",1993,816,0,1314,2,"Yes",0,"Condominium unit","One story","IOCondo","100211"
"8681",910275580,"644 SQUAW CREEK DR UNIT 9",0,"","No Data",79700,"Dwg&Lot",1993,816,0,1314,2,"Yes",0,"Condominium unit","One story","IOCondo","100211"
"8682",910275590,"644 SQUAW CREEK DR UNIT 10",0,"","No Data",79700,"Dwg&Lot",1993,816,0,1314,2,"Yes",0,"Condominium unit","One story","IOCondo","100211"
"8683",910275600,"644 SQUAW CREEK DR UNIT 11",0,"","No Data",79700,"Dwg&Lot",1993,816,0,1314,2,"Yes",0,"Condominium unit","One story","IOCondo","100211"
"8684",910275610,"644 SQUAW CREEK DR UNIT 12",0,"","No Data",89200,"Dwg&Lot",1993,912,0,1466,3,"Yes",0,"Condominium unit","One story","IOCondo","100211"
"8685",910275620,"644 SQUAW CREEK DR UNIT 13",0,"","No Data",89200,"Dwg&Lot",1993,912,0,1466,3,"Yes",0,"Condominium unit","One story","IOCondo","100211"
"8686",910275630,"644 SQUAW CREEK DR UNIT 14",0,"","No Data",79700,"Dwg&Lot",1993,816,0,1314,2,"Yes",0,"Condominium unit","One story","IOCondo","100211"
"8687",910275640,"644 SQUAW CREEK DR UNIT 15",0,"","No Data",79700,"Dwg&Lot",1993,816,0,1314,2,"Yes",0,"Condominium unit","One story","IOCondo","100211"
"8688",910275650,"644 SQUAW CREEK DR UNIT 16",0,"","No Data",79700,"Dwg&Lot",1993,816,0,1314,2,"Yes",0,"Condominium unit","One story","IOCondo","100211"
"8689",910275660,"644 SQUAW CREEK DR UNIT 17",0,"","No Data",79700,"Dwg&Lot",1993,816,0,1314,2,"Yes",0,"Condominium unit","One story","IOCondo","100211"
"8690",910275670,"644 SQUAW CREEK DR UNIT 18",0,"","No Data",79700,"Dwg&Lot",1993,816,0,1314,2,"Yes",0,"Condominium unit","One story","IOCondo","100211"
"8691",910275680,"644 SQUAW CREEK DR UNIT 19",0,"","No Data",89200,"Dwg&Lot",1993,912,0,1466,3,"Yes",0,"Condominium unit","One story","IOCondo","100211"
"8692",910275690,"644 SQUAW CREEK DR UNIT 20",0,"","No Data",89200,"Dwg&Lot",1993,912,0,1466,3,"Yes",0,"Condominium unit","One story","IOCondo","100211"
"8693",910275700,"644 SQUAW CREEK DR UNIT 21",0,"","No Data",79700,"Dwg&Lot",1993,816,0,1314,2,"Yes",0,"Condominium unit","One story","IOCondo","100211"
"8694",910280025,"645 SQUAW CREEK DR UNIT 101",71291,"6/1/2004 12:00:00 AM","Allocat",88700,"Dwg&Lot",1993,912,0,1806,3,"Yes",0,"Condominium unit","One story","IOCondo","408962"
"8695",910280030,"645 SQUAW CREEK DR UNIT 102",71379,"6/1/2004 12:00:00 AM","Allocat",88700,"Dwg&Lot",1993,912,0,1806,3,"Yes",0,"Condominium unit","One story","IOCondo","408962"
"8696",910280035,"645 SQUAW CREEK DR UNIT 103",63916,"6/1/2004 12:00:00 AM","Allocat",77600,"Dwg&Lot",1993,788,0,1561,2,"Yes",0,"Condominium unit","One story","IOCondo","408962"
"8697",910280040,"645 SQUAW CREEK DR UNIT 104",63916,"6/1/2004 12:00:00 AM","Allocat",77600,"Dwg&Lot",1993,788,0,1561,2,"Yes",0,"Condominium unit","One story","IOCondo","408962"
"8698",910280045,"645 SQUAW CREEK DR UNIT 201",71378,"6/1/2004 12:00:00 AM","Allocat",88700,"Dwg&Lot",1993,912,0,1806,3,"Yes",0,"Condominium unit","One story","IOCondo","408962"
"8699",910280050,"645 SQUAW CREEK DR UNIT 202",71378,"6/1/2004 12:00:00 AM","Allocat",88700,"Dwg&Lot",1993,912,0,1806,3,"Yes",0,"Condominium unit","One story","IOCondo","408962"
"8700",910280055,"645 SQUAW CREEK DR UNIT 203",71378,"6/1/2004 12:00:00 AM","Allocat",88700,"Dwg&Lot",1993,912,0,1806,3,"Yes",0,"Condominium unit","One story","IOCondo","408962"
"8701",910280060,"645 SQUAW CREEK DR UNIT 204",71378,"6/1/2004 12:00:00 AM","Allocat",88700,"Dwg&Lot",1993,912,0,1806,3,"Yes",0,"Condominium unit","One story","IOCondo","408962"
"8702",910280065,"645 SQUAW CREEK DR UNIT 301",75154,"6/1/2004 12:00:00 AM","Allocat",94000,"Dwg&Lot",1993,986,0,1952,3,"Yes",0,"Condominium unit","One story","IOCondo","408962"
"8703",910280070,"645 SQUAW CREEK DR UNIT 302",75154,"6/1/2004 12:00:00 AM","Allocat",94000,"Dwg&Lot",1993,986,0,1952,3,"Yes",0,"Condominium unit","One story","IOCondo","408962"
"8704",910280075,"645 SQUAW CREEK DR UNIT 303",70589,"6/1/2004 12:00:00 AM","Allocat",88300,"Dwg&Lot",1993,912,0,1806,3,"Yes",0,"Condominium unit","One story","IOCondo","408962"
"8705",910280080,"645 SQUAW CREEK DR UNIT 304",70589,"6/1/2004 12:00:00 AM","Allocat",88300,"Dwg&Lot",1993,912,0,1806,3,"Yes",0,"Condominium unit","One story","IOCondo","408962"
"8706",911150500,"610 SQUAW CREEK DR UNIT 1",0,"","No Data",81900,"Dwg&Lot",1992,829,0,1731,2,"Yes",0,"Condominium unit","One story","IOCondo","100210"
"8707",911150505,"610 SQUAW CREEK DR UNIT 2",0,"","No Data",80700,"Dwg&Lot",1992,816,0,1707,2,"Yes",0,"Condominium unit","One story","IOCondo","100210"
"8708",911150510,"610 SQUAW CREEK DR UNIT 3",0,"","No Data",80700,"Dwg&Lot",1992,816,0,1707,2,"Yes",0,"Condominium unit","One story","IOCondo","100210"
"8709",911150515,"610 SQUAW CREEK DR UNIT 4",0,"","No Data",80700,"Dwg&Lot",1992,816,0,1707,2,"Yes",0,"Condominium unit","One story","IOCondo","100210"
"8710",911150520,"610 SQUAW CREEK DR UNIT 5",0,"","No Data",80700,"Dwg&Lot",1992,816,0,1707,2,"Yes",0,"Condominium unit","One story","IOCondo","100210"
"8711",911150525,"610 SQUAW CREEK DR UNIT 6",0,"","No Data",80700,"Dwg&Lot",1992,816,0,1707,2,"Yes",0,"Condominium unit","One story","IOCondo","100210"
"8712",911150530,"610 SQUAW CREEK DR UNIT 7",0,"","No Data",83100,"Dwg&Lot",1992,846,0,1770,2,"Yes",0,"Condominium unit","One story","IOCondo","100210"
"8713",911150535,"610 SQUAW CREEK DR UNIT 8",0,"","No Data",80700,"Dwg&Lot",1992,816,0,1707,2,"Yes",0,"Condominium unit","One story","IOCondo","100210"
"8714",911150540,"610 SQUAW CREEK DR UNIT 9",0,"","No Data",84600,"Dwg&Lot",1992,829,0,1731,2,"Yes",0,"Condominium unit","One story","IOCondo","100210"
"8715",911150545,"610 SQUAW CREEK DR UNIT 10",0,"","No Data",83400,"Dwg&Lot",1992,816,0,1707,2,"Yes",0,"Condominium unit","One story","IOCondo","100210"
"8716",911150550,"610 SQUAW CREEK DR UNIT 11",0,"","No Data",83400,"Dwg&Lot",1992,816,0,1707,2,"Yes",0,"Condominium unit","One story","IOCondo","100210"
"8717",911150555,"610 SQUAW CREEK DR UNIT 12",0,"","No Data",83400,"Dwg&Lot",1992,816,0,1707,2,"Yes",0,"Condominium unit","One story","IOCondo","100210"
"8718",911150560,"610 SQUAW CREEK DR UNIT 13",0,"","No Data",83400,"Dwg&Lot",1992,816,0,1707,2,"Yes",0,"Condominium unit","One story","IOCondo","100210"
"8719",911150565,"610 SQUAW CREEK DR UNIT 14",0,"","No Data",83400,"Dwg&Lot",1992,816,0,1707,2,"Yes",0,"Condominium unit","One story","IOCondo","100210"
"8720",911150570,"610 SQUAW CREEK DR UNIT 15",0,"","No Data",85700,"Dwg&Lot",1992,846,0,1770,2,"Yes",0,"Condominium unit","One story","IOCondo","100210"
"8721",911150575,"610 SQUAW CREEK DR UNIT 16",0,"","No Data",83400,"Dwg&Lot",1992,816,0,1707,2,"Yes",0,"Condominium unit","One story","IOCondo","100210"
"8722",911150580,"610 SQUAW CREEK DR UNIT 17",0,"","No Data",84600,"Dwg&Lot",1992,829,0,1731,2,"Yes",0,"Condominium unit","One story","IOCondo","100210"
"8723",911150585,"610 SQUAW CREEK DR UNIT 18",0,"","No Data",83400,"Dwg&Lot",1992,816,0,1707,2,"Yes",0,"Condominium unit","One story","IOCondo","100210"
"8724",911150590,"610 SQUAW CREEK DR UNIT 19",0,"","No Data",83400,"Dwg&Lot",1992,816,0,1707,2,"Yes",0,"Condominium unit","One story","IOCondo","100210"
"8725",911150595,"610 SQUAW CREEK DR UNIT 20",0,"","No Data",83400,"Dwg&Lot",1992,816,0,1707,2,"Yes",0,"Condominium unit","One story","IOCondo","100210"
"8726",911150600,"610 SQUAW CREEK DR UNIT 21",0,"","No Data",83400,"Dwg&Lot",1992,816,0,1707,2,"Yes",0,"Condominium unit","One story","IOCondo","100210"
"8727",911150605,"610 SQUAW CREEK DR UNIT 22",0,"","No Data",83400,"Dwg&Lot",1992,816,0,1707,2,"Yes",0,"Condominium unit","One story","IOCondo","100210"
"8728",911150610,"610 SQUAW CREEK DR UNIT 23",0,"","No Data",85700,"Dwg&Lot",1992,846,0,1770,2,"Yes",0,"Condominium unit","One story","IOCondo","100210"
"8729",911150615,"610 SQUAW CREEK DR UNIT 24",0,"","No Data",83400,"Dwg&Lot",1992,816,0,1707,2,"Yes",0,"Condominium unit","One story","IOCondo","100210"
"8730",913351030,"3104 DIAMOND ST",420000,"8/1/2012 12:00:00 AM","Normal",459600,"Dwg&Lot",1992,2348,1445,74860,2,"Yes",2,"Single-family detached (includes detached townhouses)","One story","Mitchel","201209653"
"8731",914452050,"405 OPAL CIR",192500,"8/1/2016 12:00:00 AM","Normal",171600,"Dwg&Lot",1992,1472,656,8514,3,"Yes",0,"Single-family detached (includes detached townhouses)","Split level","Mitchel","201608524"
"8732",914452130,"412 OPAL CIR",158000,"7/1/2003 12:00:00 AM","Normal",208900,"Dwg&Lot",1992,1753,864,7869,3,"Yes",0,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","Mitchel","315259"
"8733",914453010,"302 CRYSTAL ST 304",169000,"7/1/1996 12:00:00 AM","Normal",197700,"Dwg&Lot",1992,1938,0,11703,4,"Yes",0,"Duplex","One story","Mitchel","9915509"
"8734",914453030,"316 CRYSTAL ST",154900,"7/1/1995 12:00:00 AM","Normal",246400,"Dwg&Lot",1993,1992,641,11057,3,"Yes",1,"Single-family detached (includes detached townhouses)","Two story","Mitchel","9506494"
"8735",914453065,"412 CRYSTAL ST",228000,"4/1/2003 12:00:00 AM","Normal",276600,"Dwg&Lot",1993,2025,0,16621,3,"Yes",1,"Single-family detached (includes detached townhouses)","One story","Mitchel","308295"
"8736",914453070,"418 CRYSTAL ST",165000,"8/1/1998 12:00:00 AM","Normal",201400,"Dwg&Lot",1993,1700,0,9600,3,"Yes",0,"Single-family detached (includes detached townhouses)","Two story","Mitchel","9811720"
"8737",914460030,"313 CRYSTAL ST",182000,"8/1/2004 12:00:00 AM","Normal",213100,"Dwg&Lot",1992,1664,416,10000,3,"Yes",1,"Single-family detached (includes detached townhouses)","Two story","Mitchel","410884"
"8738",914460040,"319 CRYSTAL ST",26000,"1/1/1994 12:00:00 AM","Partial",203500,"Dwg&Lot",1993,1338,794,10000,2,"Yes",0,"Single-family detached (includes detached townhouses)","One story","Mitchel","584-172"
"8739",914476160,"3017 DIAMOND ST",164500,"7/1/2012 12:00:00 AM","Normal",177500,"Dwg&Lot",1992,1582,0,11008,3,"Yes",0,"Single-family detached (includes detached townhouses)","Two story","Mitchel","201208702"
"8740",914476170,"3025 DIAMOND ST",129000,"3/1/2001 12:00:00 AM","Normal",145800,"Dwg&Lot",1991,912,796,7788,2,"Yes",0,"Single-family detached (includes detached townhouses)","One story","Mitchel","104007"
"8741",914476310,"632 ONYX ST",152000,"4/1/2000 12:00:00 AM","Normal",181300,"Dwg&Lot",1992,1465,0,8539,3,"Yes",0,"Single-family detached (includes detached townhouses)","One story","Mitchel","4112"
"8742",914476330,"3009 TURQUOISE CIR",210000,"5/1/2007 12:00:00 AM","Normal",222100,"Dwg&Lot",1991,1478,1239,9928,3,"Yes",1,"Single-family detached (includes detached townhouses)","One story","Mitchel","1002981"
"8743",914476340,"3017 TURQUOISE CIR",198000,"5/1/2002 12:00:00 AM","Normal",258900,"Dwg&Lot",1992,2025,753,14685,3,"Yes",1,"Single-family detached (includes detached townhouses)","Two story","Mitchel","207036"
"8744",914476360,"3022 TURQUOISE CIR",138930,"1/1/1992 12:00:00 AM","Partial",231600,"Dwg&Lot",1992,1831,436,10562,3,"Yes",1,"Single-family detached (includes detached townhouses)","Two story","Mitchel","285-319"
"8745",914476410,"724 ONYX ST 726",16700,"1/1/1991 12:00:00 AM","Partial",225800,"Dwg&Lot",1992,1424,1346,9539,2,"Yes",1,"Two-family conversion; originally built as one-family dwelling","One story","Mitchel","282-195"
"8746",914476430,"717 ONYX ST",152000,"4/1/2009 12:00:00 AM","Abnorml",187100,"Dwg&Lot",1991,1595,55,11070,2,"Yes",0,"Single-family detached (includes detached townhouses)","One story","Mitchel","903748"
"8747",914476440,"711 ONYX ST",111000,"1/1/1992 12:00:00 AM","Partial",231700,"Dwg&Lot",1992,1563,1353,10260,3,"Yes",1,"Single-family detached (includes detached townhouses)","One story","Mitchel","292-163"
"8748",914476450,"703 ONYX ST",228000,"2/1/2015 12:00:00 AM","Normal",231600,"Dwg&Lot",1991,1689,1383,9990,3,"Yes",1,"Single-family detached (includes detached townhouses)","One story","Mitchel","201501624"
"8749",914476470,"629 ONYX ST",149500,"3/1/1999 12:00:00 AM","Normal",181000,"Dwg&Lot",1991,1397,1397,9990,2,"Yes",0,"Single-family detached (includes detached townhouses)","One story","Mitchel","9903484"
"8750",914476480,"625 ONYX ST",152450,"4/1/2003 12:00:00 AM","Normal",177400,"Dwg&Lot",1991,1164,834,10260,2,"Yes",1,"Single-family detached (includes detached townhouses)","One story","Mitchel","308451"
"8751",916225140,"2212 IRONWOOD CT",426000,"6/1/2016 12:00:00 AM","Normal",361300,"Dwg&Lot",1992,2140,1240,33472,2,"Yes",0,"Single-family detached (includes detached townhouses)","One story","Timber","201605582"
"8752",916402195,"2627 WHITE OAK DR",313000,"2/1/2016 12:00:00 AM","Normal",293700,"Dwg&Lot",1992,2677,0,18135,3,"Yes",1,"Single-family detached (includes detached townhouses)","Two and one-half story:  3rd level finished","Timber","201601585"
"8753",916403210,"2300 RED OAK DR",266500,"6/1/2016 12:00:00 AM","Normal",231200,"Dwg&Lot",1993,1675,1089,9275,3,"Yes",1,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","Timber","201605561"
"8754",923252065,"420 TEAGARDEN DR",152500,"5/1/2011 12:00:00 AM","Normal",152300,"Dwg&Lot",1993,1062,637,7706,2,"Yes",2,"Single-family detached (includes detached townhouses)","Split foyer","Mitchel","201104797"
"8755",923252075,"424 TEAGARDEN DR",131250,"8/1/2009 12:00:00 AM","Normal",143900,"Dwg&Lot",1993,1091,384,7706,2,"Yes",0,"Single-family detached (includes detached townhouses)","Split level","Mitchel","910625"
"8756",923276260,"621 DULUTH ST",153750,"3/1/2014 12:00:00 AM","Normal",154800,"Dwg&Lot",1992,883,828,7669,2,"Yes",1,"Single-family detached (includes detached townhouses)","Split foyer","Mitchel","201402411"
"8757",923276345,"619 KEN MARIL RD",62162,"5/1/1993 12:00:00 AM","Abnorml",143500,"Dwg&Lot",1993,979,494,8710,3,"Yes",0,"Single-family detached (includes detached townhouses)","Split level","Mitchel","513-222"
"8758",923400025,"202 KEN MARIL RD",143000,"10/1/2009 12:00:00 AM","Normal",197700,"Dwg&Lot",1993,1362,732,14115,1,"Yes",0,"Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","Mitchel","913577"
"8759",923400050,"306 KEN MARIL RD",115000,"1/1/2000 12:00:00 AM","Normal",151300,"Dwg&Lot",1992,883,720,10860,2,"Yes",0,"Single-family detached (includes detached townhouses)","Split foyer","Mitchel","0447"
"8760",923400060,"310 KEN MARIL RD",65000,"4/1/1993 12:00:00 AM","Abnorml",147200,"Dwg&Lot",1992,970,289,10370,3,"Yes",0,"Single-family detached (includes detached townhouses)","Split level","Mitchel","502-170"
"8761",923400070,"316 KEN MARIL RD",221000,"6/1/2016 12:00:00 AM","Normal",160400,"Dwg&Lot",1992,1287,456,10382,3,"Yes",0,"Single-family detached (includes detached townhouses)","Two story","Mitchel","201604713"
"8762",923400080,"322 KEN MARIL RD",145000,"7/1/2011 12:00:00 AM","Normal",147600,"Dwg&Lot",1992,883,658,10394,2,"Yes",0,"Single-family detached (includes detached townhouses)","Split foyer","Mitchel","201106722"
"8763",923400090,"328 KEN MARIL RD",132250,"4/1/2001 12:00:00 AM","Normal",158700,"Dwg&Lot",1992,960,566,10406,3,"Yes",0,"Single-family detached (includes detached townhouses)","Split foyer","Mitchel","105330"
"8764",923400100,"400 KEN MARIL RD",187000,"6/1/2016 12:00:00 AM","Normal",151300,"Dwg&Lot",1992,979,475,10417,3,"Yes",0,"Single-family detached (includes detached townhouses)","Split level","Mitchel","201606749"
"8765",923400110,"406 KEN MARIL RD",130000,"7/1/2009 12:00:00 AM","Normal",153900,"Dwg&Lot",1992,1287,330,10429,3,"Yes",0,"Single-family detached (includes detached townhouses)","Two story","Mitchel","911763"
"8766",923400125,"412 KEN MARIL RD",132000,"7/1/2006 12:00:00 AM","Normal",144100,"Dwg&Lot",1992,970,337,10441,3,"Yes",0,"Single-family detached (includes detached townhouses)","Split foyer","Mitchel","609245"
"8767",923400130,"418 KEN MARIL RD",64162,"1/1/1992 12:00:00 AM","Abnorml",136300,"Dwg&Lot",1992,979,0,10453,3,"No",0,"Single-family detached (includes detached townhouses)","Split level","Mitchel","406129"
"8768",923400140,"424 KEN MARIL RD",141500,"10/1/2012 12:00:00 AM","Normal",152900,"Dwg&Lot",1992,1287,407,10464,3,"Yes",0,"Single-family detached (includes detached townhouses)","Two story","Mitchel","201313475"
"8769",923400150,"428 KEN MARIL RD",93500,"9/1/2007 12:00:00 AM","Abnorml",150600,"Dwg&Lot",1991,974,212,10712,3,"Yes",0,"Single-family detached (includes detached townhouses)","One story","Mitchel","711102"
"8770",923425010,"434 KEN MARIL RD",111500,"4/1/1998 12:00:00 AM","Normal",146100,"Dwg&Lot",1991,979,439,10776,3,"No",0,"Single-family detached (includes detached townhouses)","Split level","Mitchel","711805"
"8771",923425020,"438 KEN MARIL RD",115000,"4/1/2002 12:00:00 AM","Normal",144800,"Dwg&Lot",1991,970,469,10453,3,"Yes",0,"Single-family detached (includes detached townhouses)","Split foyer","Mitchel","206263"
"8772",923425040,"506 KEN MARIL RD",177500,"10/1/2015 12:00:00 AM","Normal",159600,"Dwg&Lot",1991,990,722,10430,3,"Yes",0,"Single-family detached (includes detached townhouses)","Split level","Mitchel","201510607"
"8773",923426020,"608 KEN MARIL RD",164000,"3/1/2015 12:00:00 AM","Normal",142100,"Dwg&Lot",1991,888,448,11035,2,"Yes",0,"Single-family detached (includes detached townhouses)","Split foyer","Mitchel","201501894"
"8774",923426030,"614 KEN MARIL RD",149500,"1/1/2015 12:00:00 AM","Normal",151900,"Dwg&Lot",1991,990,481,10522,3,"Yes",0,"Single-family detached (includes detached townhouses)","Split level","Mitchel","201500271"
"8775",923426040,"620 KEN MARIL RD",65000,"1/1/1991 12:00:00 AM","Abnorml",155200,"Dwg&Lot",1991,970,312,10510,3,"Yes",0,"Single-family detached (includes detached townhouses)","Split foyer","Mitchel","279-240"
"8776",923426050,"626 KEN MARIL RD",95000,"11/1/1999 12:00:00 AM","Normal",174300,"Dwg&Lot",1991,1502,0,10510,4,"Yes",0,"Single-family detached (includes detached townhouses)","One story","Mitchel","9915963"
"8777",923426060,"632 KEN MARIL RD",113500,"11/1/1998 12:00:00 AM","Normal",146400,"Dwg&Lot",1991,883,663,10486,2,"No",0,"Single-family detached (includes detached townhouses)","Split foyer","Mitchel","9816370"
"8778",923426070,"700 KEN MARIL RD",136000,"3/1/2010 12:00:00 AM","Normal",149300,"Dwg&Lot",1991,1274,458,10475,3,"Yes",0,"Single-family detached (includes detached townhouses)","Two story","Mitchel","1002264"
"8779",923426080,"706 KEN MARIL RD",154000,"12/1/2015 12:00:00 AM","Normal",133100,"Dwg&Lot",1991,1001,494,10463,3,"Yes",0,"Single-family detached (includes detached townhouses)","Split level","Mitchel","201600183"
"8780",923426090,"712 KEN MARIL RD",106000,"7/1/1998 12:00:00 AM","Normal",138100,"Dwg&Lot",1992,868,644,10451,2,"No",0,"Single-family detached (includes detached townhouses)","Split foyer","Mitchel","9810811"
"8781",924151050,"3702 JEWEL DR",208000,"12/1/2014 12:00:00 AM","Normal",253700,"Dwg&Lot",1993,2000,758,9627,3,"Yes",1,"Single-family detached (includes detached townhouses)","Two story","Mitchel","201411557"
"8782",924151060,"3708 JEWEL DR",172000,"4/1/1999 12:00:00 AM","Normal",210000,"Dwg&Lot",1993,1356,1075,9883,2,"Yes",1,"Single-family detached (includes detached townhouses)","One story","Mitchel","9906098"
"8783",924152010,"3703 JEWEL DR",0,"","Abnorml",225900,"Dwg&Lot",1993,2195,0,12953,5,"Yes",1,"Single-family detached (includes detached townhouses)","Two story","Mitchel","530-136"
"8784",924152030,"3715 JEWEL DR",231000,"3/1/2010 12:00:00 AM","Normal",237600,"Dwg&Lot",1993,1797,944,12961,3,"Yes",1,"Single-family detached (includes detached townhouses)","Two story","Mitchel","1002280"
