"Parcel ID","Address","Sale Price","Sale Date","Sale Condition","Assessed Value","Parcel Type","Year Built","Total Living Area","Finished Bsmt Area","Lot Area","Bedrooms","Central Air","Fireplaces","Occupancy","Style","Neighborhood","INSTRUMENTNUMBER"
"0527101010","4257 EISENHOWER LN APT 9","139900","6/1/2006 12:00:00 AM","Normal","140600","Dwg&Lot","2000","1055","0","4693","2","Yes","1","Condominium unit","One story","Blmngtn","607057"
"0527101020","4257 EISENHOWER LN APT 10","148000","5/1/2009 12:00:00 AM","Normal","155000","Dwg&Lot","2000","1407","508","4693","2","Yes","1","Condominium unit","Two story","Blmngtn","905070"
"0527101030","4257 EISENHOWER LN APT 11","147000","4/1/2010 12:00:00 AM","Normal","136500","Dwg&Lot","2000","1363","0","4693","2","Yes","0","Condominium unit","Two story","Blmngtn","1003132"
"0527101040","4257 EISENHOWER LN APT 12","149900","7/1/2009 12:00:00 AM","Normal","162000","Dwg&Lot","2000","1407","660","4693","2","Yes","1","Condominium unit","Two story","Blmngtn","909723"
"0527101050","4257 EISENHOWER LN APT 13","141000","3/1/2005 12:00:00 AM","Normal","139100","Dwg&Lot","2000","1363","0","4693","2","Yes","1","Condominium unit","Two story","Blmngtn","503919"
"0527101060","4257 EISENHOWER LN APT 14","159000","8/1/2013 12:00:00 AM","Normal","162200","Dwg&Lot","2000","1055","745","4693","2","Yes","1","Condominium unit","One story","Blmngtn","201310866"
"0527126010","4329 STONE BROOKE RD","26000","7/1/2000 12:00:00 AM","Normal","289200","Dwg&Lot","2000","1850","1339","5330","1","Yes","1","Townhouse:  end unit","One story","Stonebr","8267"
"0527126020","4325 STONE BROOKE RD","26000","6/1/2000 12:00:00 AM","Normal","279100","Dwg&Lot","2000","1652","1186","5330","1","Yes","1","Townhouse:  end unit","One story","Stonebr","7468"
"0527126030","4321 STONE BROOKE RD","251000","8/1/2007 12:00:00 AM","Normal","276100","Dwg&Lot","2000","1652","1196","5330","2","Yes","0","Townhouse:  end unit","One story","Stonebr","710461"
"0527126040","4317 STONE BROOKE RD","310000","6/1/2015 12:00:00 AM","Normal","267300","Dwg&Lot","2000","1652","874","5330","2","Yes","1","Townhouse:  end unit","One story","Stonebr","201506020"
"0527126050","4313 STONE BROOKE RD","26000","4/1/2001 12:00:00 AM","Normal","261300","Dwg&Lot","2000","1651","805","5330","2","Yes","0","Townhouse:  end unit","One story","Stonebr","108079"
"0527126060","4309 STONE BROOKE RD","230000","10/1/2013 12:00:00 AM","Normal","236400","Dwg&Lot","2000","1342","964","5330","1","Yes","0","Townhouse:  end unit","One story","Stonebr","201312345"
"0527127110","1802 WATERBURY CIR","45000","11/1/2000 12:00:00 AM","Normal","412400","Dwg&Lot","2000","2612","1590","7296","1","Yes","2","Townhouse:  end unit","One story","Stonebr","13911"
"0527127120","1806 WATERBURY CIR","293000","11/1/2012 12:00:00 AM","Normal","306600","Dwg&Lot","2000","1685","896","9304","2","Yes","1","Townhouse:  end unit","One story","Stonebr","201214067"
"0527131030","4239 STONE BROOKE RD","278000","10/1/2009 12:00:00 AM","Normal","280600","Dwg&Lot","2000","1659","1158","5664","2","Yes","1","Townhouse:  end unit","One story","Stonebr","912995"
"0527131040","4235 STONE BROOKE RD","26000","11/1/1999 12:00:00 AM","Partial","250700","Dwg&Lot","2000","1678","391","5589","1","Yes","1","Townhouse:  end unit","One story","Stonebr","6429"
"0527366020","2812 SOMERSET DR","177000","8/1/2000 12:00:00 AM","Partial","216000","Dwg&Lot","2000","1674","502","7500","3","Yes","0","Single-family detached (includes detached townhouses)","Two story","Somerst","10100"
"0527366030","2818 SOMERSET DR","220000","3/1/2009 12:00:00 AM","Normal","245000","Dwg&Lot","2000","1874","665","7500","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Somerst","903226"
"0527368020","2738 SOMERSET DR","216000","1/1/2010 12:00:00 AM","Normal","213700","Dwg&Lot","2000","1674","533","7500","3","Yes","0","Single-family detached (includes detached townhouses)","Two story","Somerst","1000819"
