"Parcel ID","Address","Sale Price","Sale Date","Sale Condition","Assessed Value","Parcel Type","Year Built","Total Living Area","Finished Bsmt Area","Lot Area","Bedrooms","Central Air","Fireplaces","Occupancy","Style","Neighborhood","INSTRUMENTNUMBER"
"0531475010","1621 NORTH DAKOTA AVE","30000","1/1/1992 12:00:00 AM","Abnorml","92600","Dwg&Lot","1910","1950","0","68173","3","No","0","Single-family detached (includes detached townhouses)","One story","SawyerW","408062"
"0531476020","1515 DELAWARE AVE","104000","6/1/2005 12:00:00 AM","Normal","108800","Dwg&Lot","1916","1175","0","9000","3","Yes","0","Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","SawyerW","809395"
"0531476030","1511 DELAWARE AVE","0","","Normal","105200","Dwg&Lot","1916","1392","0","9000","4","No","0","Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","SawyerW","283-242"
"0531476040","1505 DELAWARE AVE","72500","8/1/2015 12:00:00 AM","Normal","77200","Dwg&Lot","1915","720","0","9000","2","No","0","Single-family detached (includes detached townhouses)","One story","SawyerW","201507598"
"0531476060","4615 TORONTO ST","66000","1/1/1990 12:00:00 AM","Normal","164000","Dwg&Lot","1915","1842","0","12320","3","Yes","1","Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","SawyerW","270-268"
"0531478020","1407 FLORIDA AVE","77500","6/1/2012 12:00:00 AM","Abnorml","114800","Dwg&Lot","1918","1404","0","14300","3","Yes","0","Single-family detached (includes detached townhouses)","Two story","SawyerW","201207029"
"0531481030","1301 FLORIDA AVE","0","1/1/1985 12:00:00 AM","Normal","296600","Dwg&Lot","1918","3279","945","6600","5","Yes","2","Single-family detached (includes detached townhouses)","Two and one-half story:  3rd level finished","SawyerW","9501992"
"0534177020","2325 VAN BUREN AVE","188500","8/1/2015 12:00:00 AM","Normal","164900","Dwg&Lot","1913","1951","144","10080","5","Yes","0","Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","NW Ames","201507528"
"0534425180","919 MURRAY DR","62800","1/1/1986 12:00:00 AM","Normal","156200","Dwg&Lot","1919","1387","351","20815","4","Yes","0","Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","N Ames","230-158"
"0534429220","1719 GRAND AVE","176000","8/1/1993 12:00:00 AM","Normal","333000","Dwg&Lot","1919","2984","931","26565","5","Yes","2","Single-family detached (includes detached townhouses)","Two and one-half story:  3rd level finished","N Ames","540-290"
