"Parcel ID","Address","Sale Price","Sale Date","Sale Condition","Assessed Value","Parcel Type","Year Built","Total Living Area","Finished Bsmt Area","Lot Area","Bedrooms","Central Air","Fireplaces","Occupancy","Style","Neighborhood","INSTRUMENTNUMBER"
"0527101070","4255 EISENHOWER LN APT 15","121530","6/1/2000 12:00:00 AM","Partial","161300","Dwg&Lot","1999","1055","742","4693","2","Yes","1","Condominium unit","One story","Blmngtn","900222"
"0527101080","4255 EISENHOWER LN APT 16","136500","4/1/2004 12:00:00 AM","Normal","146700","Dwg&Lot","1999","1407","213","4693","2","Yes","1","Condominium unit","Two story","Blmngtn","404496"
"0527101090","4255 EISENHOWER LN APT 17","122500","10/1/2000 12:00:00 AM","Partial","138400","Dwg&Lot","1999","1363","0","4693","2","Yes","1","Condominium unit","Two story","Blmngtn","12458"
"0527101100","4255 EISENHOWER LN APT 18","149750","4/1/2007 12:00:00 AM","Normal","152200","Dwg&Lot","1999","1407","425","4693","2","Yes","1","Condominium unit","Two story","Blmngtn","704485"
"0527101110","4255 EISENHOWER LN APT 19","136500","3/1/2004 12:00:00 AM","Normal","138400","Dwg&Lot","1999","1363","0","4693","2","Yes","1","Condominium unit","Two story","Blmngtn","403091"
"0527101120","4255 EISENHOWER LN APT 20","146000","5/1/2007 12:00:00 AM","Normal","146000","Dwg&Lot","1999","1055","214","4693","2","Yes","1","Condominium unit","One story","Blmngtn","905013"
"0527101130","4253 EISENHOWER LN APT 8","137500","7/1/2012 12:00:00 AM","Normal","175600","Dwg&Lot","1999","1055","860","4693","2","Yes","1","Condominium unit","One story","Blmngtn","201208229"
"0527101140","4253 EISENHOWER LN APT 7","138000","4/1/2013 12:00:00 AM","Normal","141700","Dwg&Lot","1999","1363","467","4693","1","Yes","1","Condominium unit","Two story","Blmngtn","201304963"
"0527101150","4253 EISENHOWER LN APT 6","139200","7/1/2007 12:00:00 AM","Normal","141300","Dwg&Lot","1999","1407","0","4693","2","Yes","1","Condominium unit","Two story","Blmngtn","708150"
"0527101160","4253 EISENHOWER LN APT 5","125000","1/1/2014 12:00:00 AM","Normal","139700","Dwg&Lot","1999","1055","0","4693","2","Yes","1","Condominium unit","One story","Blmngtn","201400458"
"0527101170","4251 EISENHOWER LN APT 4","134000","9/1/2007 12:00:00 AM","Normal","137400","Dwg&Lot","1999","1055","0","4693","2","Yes","0","Condominium unit","One story","Blmngtn","201203224"
"0527101180","4251 EISENHOWER LN APT 3","136000","4/1/2004 12:00:00 AM","Normal","138200","Dwg&Lot","1999","1363","0","4693","2","Yes","1","Condominium unit","Two story","Blmngtn","404948"
"0527101190","4251 EISENHOWER LN APT 2","149500","4/1/2013 12:00:00 AM","Normal","141300","Dwg&Lot","1999","1407","0","4693","2","Yes","1","Condominium unit","Two story","Blmngtn","201304613"
"0527101200","4251 EISENHOWER LN APT 1","144000","5/1/2013 12:00:00 AM","Normal","139800","Dwg&Lot","1999","1055","0","4693","2","Yes","1","Condominium unit","One story","Blmngtn","201308153"
"0527105080","2215 STONE BROOKE RD","161000","8/1/2003 12:00:00 AM","Normal","186000","Dwg&Lot","1999","1568","0","7773","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","317934"
"0527126070","4305 STONE BROOKE RD","270999","2/1/2005 12:00:00 AM","Normal","281800","Dwg&Lot","1999","1614","1222","5545","1","Yes","1","Townhouse:  end unit","One story","Stonebr","502336"
"0527126080","4301 STONE BROOKE RD","27000","12/1/1998 12:00:00 AM","Partial","289700","Dwg&Lot","1999","1665","1180","6054","1","Yes","1","Townhouse:  end unit","One story","Stonebr","311654"
"0527161090","3842 HYDE AVE","180000","4/1/2007 12:00:00 AM","Abnorml","234700","Dwg&Lot","1999","1714","871","8637","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","704390"
"0527161100","3846 HYDE AVE","219900","10/1/2014 12:00:00 AM","Normal","202400","Dwg&Lot","1999","1670","0","8308","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","201409943"
"0527162130","3814 BERKSHIRE AVE","189000","6/1/2010 12:00:00 AM","Normal","220600","Dwg&Lot","1999","1804","0","7500","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","1005553"
"0527162140","3820 BERKSHIRE AVE","206450","12/1/2010 12:00:00 AM","Abnorml","277600","Dwg&Lot","1999","2299","802","7500","5","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","201101268"
"0527166010","2218 WINDFIELD DR","225000","5/1/2009 12:00:00 AM","Normal","258200","Dwg&Lot","1999","1983","694","10762","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","906130"
"0527166050","2116 WINDFIELD DR","153590","7/1/1999 12:00:00 AM","Partial","212300","Dwg&Lot","1999","1713","0","7970","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","9909958"
"0527175070","1609 TOP O HOLLOW RD","31000","12/1/1994 12:00:00 AM","Partial","296300","Dwg&Lot","1999","1902","903","33599","2","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","9904520"
"0527427030","3205 POLARIS DR","120000","5/1/2000 12:00:00 AM","Partial","144000","Dwg&Lot","1999","1224","0","6122","2","Yes","0","Townhouse:  end unit","One story","N Ames","6242"
"0527427040","3207 POLARIS DR","115000","8/1/2000 12:00:00 AM","Allocat","138300","Dwg&Lot","1999","1224","0","4052","2","Yes","0","Townhouse:  end unit","One story","N Ames","319483"
"0527427050","3209 POLARIS DR","107500","12/1/1999 12:00:00 AM","Partial","139500","Dwg&Lot","1999","1246","0","4053","2","Yes","0","Townhouse:  end unit","One story","N Ames","109361"
"0527427060","3211 POLARIS DR","107500","12/1/1999 12:00:00 AM","Partial","139500","Dwg&Lot","1999","1246","0","4055","3","Yes","0","Townhouse:  end unit","One story","N Ames","109361"
"0527427230","3409 POLARIS DR","188000","7/1/2014 12:00:00 AM","Normal","206400","Dwg&Lot","1999","1337","1051","5858","2","Yes","1","Townhouse:  end unit","One story","N Ames","201406767"
"0527427240","3411 POLARIS DR","150000","9/1/2014 12:00:00 AM","Normal","203900","Dwg&Lot","1999","1337","1051","4786","2","Yes","1","Townhouse:  end unit","One story","N Ames","201408677"
"0527427270","3417 POLARIS DR","121000","3/1/2000 12:00:00 AM","Partial","173600","Dwg&Lot","1999","1337","60","4774","2","Yes","1","Townhouse:  end unit","One story","N Ames","2780"
"0527427280","3419 POLARIS DR","156000","10/1/2000 12:00:00 AM","Partial","203100","Dwg&Lot","1999","1337","905","6452","2","Yes","1","Townhouse:  end unit","One story","N Ames","11779"
"0527430200","3314 POLARIS DR UNIT 1","0","","No Data","101200","Dwg&Lot","1999","1070","0","2287","2","Yes","0","Condominium unit","One story","IOCondo","109788"
"0527430205","3314 POLARIS DR UNIT 2","0","","No Data","96500","Dwg&Lot","1999","990","0","2582","2","Yes","0","Condominium unit","One story","IOCondo","109788"
"0527430210","3314 POLARIS DR UNIT 3","0","","No Data","91700","Dwg&Lot","1999","929","0","2426","2","Yes","0","Condominium unit","One story","IOCondo","109788"
"0527430215","3314 POLARIS DR UNIT 4","0","","No Data","83000","Dwg&Lot","1999","815","0","2127","2","Yes","0","Condominium unit","One story","IOCondo","109788"
"0527430220","3314 POLARIS DR UNIT 5","0","","No Data","96500","Dwg&Lot","1999","990","0","2582","2","Yes","0","Condominium unit","One story","IOCondo","109788"
"0527430225","3314 POLARIS DR UNIT 6","0","","No Data","102700","Dwg&Lot","1999","1070","0","2791","2","Yes","0","Condominium unit","One story","IOCondo","109788"
"0527430230","3314 POLARIS DR UNIT 7","0","","No Data","102700","Dwg&Lot","1999","1070","0","2791","2","Yes","0","Condominium unit","One story","IOCondo","109788"
"0527430235","3314 POLARIS DR UNIT 8","0","","No Data","96500","Dwg&Lot","1999","990","0","2582","2","Yes","0","Condominium unit","One story","IOCondo","109788"
"0527430240","3314 POLARIS DR UNIT 9","0","","No Data","91700","Dwg&Lot","1999","929","0","2426","2","Yes","0","Condominium unit","One story","IOCondo","109788"
"0527430245","3314 POLARIS DR UNIT 10","0","","No Data","83000","Dwg&Lot","1999","815","0","2127","2","Yes","0","Condominium unit","One story","IOCondo","109788"
"0527430250","3314 POLARIS DR UNIT 11","0","","No Data","96500","Dwg&Lot","1999","990","0","2582","2","Yes","0","Condominium unit","One story","IOCondo","109788"
"0527430255","3314 POLARIS DR UNIT 12","0","","No Data","102700","Dwg&Lot","1999","1070","0","2791","2","Yes","0","Condominium unit","One story","IOCondo","109788"
"0527430300","3212 POLARIS DR UNIT 101","0","","No Data","101300","Dwg&Lot","1999","1052","0","2734","3","Yes","0","Condominium unit","One story","IOCondo","9907684"
"0527430305","3212 POLARIS DR UNIT 102","0","","No Data","68700","Dwg&Lot","1999","739","0","1917","1","Yes","0","Condominium unit","One story","IOCondo","9907684"
"0527430310","3212 POLARIS DR UNIT 103","0","","No Data","99700","Dwg&Lot","1999","1029","0","2675","3","Yes","0","Condominium unit","One story","IOCondo","9907684"
"0527430315","3212 POLARIS DR UNIT 104","0","","No Data","65500","Dwg&Lot","1999","697","0","1812","1","Yes","0","Condominium unit","One story","IOCondo","9907684"
"0527430320","3212 POLARIS DR UNIT 105","0","","No Data","104000","Dwg&Lot","1999","1087","0","2826","3","Yes","0","Condominium unit","One story","IOCondo","9907684"
"0527430325","3212 POLARIS DR UNIT 106","0","","No Data","100600","Dwg&Lot","1999","1043","0","2714","3","Yes","0","Condominium unit","One story","IOCondo","9907684"
"0527430330","3212 POLARIS DR UNIT 107","0","","No Data","65500","Dwg&Lot","1999","697","0","1812","1","Yes","0","Condominium unit","One story","IOCondo","9907684"
"0527430335","3212 POLARIS DR UNIT 201","0","","No Data","100400","Dwg&Lot","1999","1036","0","2694","3","Yes","0","Condominium unit","One story","IOCondo","9907684"
"0527430340","3212 POLARIS DR UNIT 202","0","","No Data","69000","Dwg&Lot","1999","739","0","1917","1","Yes","0","Condominium unit","One story","IOCondo","9907684"
"0527430345","3212 POLARIS DR UNIT 203","0","","No Data","100000","Dwg&Lot","1999","1029","0","2675","3","Yes","0","Condominium unit","One story","IOCondo","9907684"
"0527430350","3212 POLARIS DR UNIT 204","0","","No Data","65800","Dwg&Lot","1999","697","0","1812","1","Yes","0","Condominium unit","One story","IOCondo","9907685"
"0527430355","3212 POLARIS DR UNIT 205","0","","No Data","104300","Dwg&Lot","1999","1087","0","2826","3","Yes","0","Condominium unit","One story","IOCondo","9907685"
"0527430360","3212 POLARIS DR UNIT 206","0","","No Data","100900","Dwg&Lot","1999","1043","0","2714","3","Yes","0","Condominium unit","One story","IOCondo","9907685"
"0527430365","3212 POLARIS DR UNIT 207","0","","No Data","65800","Dwg&Lot","1999","697","0","1812","1","Yes","0","Condominium unit","One story","IOCondo","9907685"
"0528250080","2305 STONE BROOKE RD","264950","8/1/2014 12:00:00 AM","Normal","272400","Dwg&Lot","1999","1679","1427","11933","3","Yes","1","Single-family detached (includes detached townhouses)","One story","Gilbert","201407661"
"0528250090","3902 WESTLAWN DR","208500","8/1/2004 12:00:00 AM","Normal","248100","Dwg&Lot","1999","2035","428","10603","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","201215687"
"0528275010","3839 WESTLAWN DR","179797","4/1/2000 12:00:00 AM","Partial","258700","Dwg&Lot","1999","1938","743","11676","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","3727"
"0528280010","3847 HYDE AVE","214000","5/1/2004 12:00:00 AM","Normal","252400","Dwg&Lot","1999","1962","413","11530","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","407154"
"0528280020","3841 HYDE AVE","210000","3/1/2013 12:00:00 AM","Normal","222400","Dwg&Lot","1999","1514","602","8772","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","201303482"
"0528280030","3835 HYDE AVE","160200","12/1/1999 12:00:00 AM","Partial","278100","Dwg&Lot","1999","1919","915","8866","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","108194"
"0528280040","3831 HYDE AVE","161000","6/1/2002 12:00:00 AM","Normal","201800","Dwg&Lot","1999","1622","539","8113","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","210222"
"0528280050","3827 HYDE AVE","143900","4/1/2000 12:00:00 AM","Normal","184800","Dwg&Lot","1999","1546","0","7879","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","3561"
"0528280060","3823 HYDE AVE","164000","3/1/2000 12:00:00 AM","Normal","208900","Dwg&Lot","1999","1828","0","7946","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","321819"
"0528280070","3819 HYDE AVE","249500","9/1/2015 12:00:00 AM","Normal","270600","Dwg&Lot","1999","2040","717","8440","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","201509124"
"0528280090","3809 HYDE AVE","145605","9/1/1999 12:00:00 AM","Partial","203900","Dwg&Lot","1999","1609","0","11729","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","9913257"
"0528280110","2409 WELBECK DR","175000","8/1/2007 12:00:00 AM","Normal","190400","Dwg&Lot","1999","1647","0","7917","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","710220"
"0528280140","2439 WELBECK DR","177897","4/1/2000 12:00:00 AM","Partial","234600","Dwg&Lot","1999","1638","578","13564","3","Yes","1","Single-family detached (includes detached townhouses)","One story","Gilbert","3788"
"0528290190","2408 WELBECK DR","222000","11/1/2015 12:00:00 AM","Normal","183900","Dwg&Lot","1999","1430","212","7750","3","Yes","1","Single-family detached (includes detached townhouses)","Split level","Gilbert","201510947"
"0528292030","2417 GRANT CIR","265000","7/1/2014 12:00:00 AM","Normal","286900","Dwg&Lot","1999","2312","913","15896","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","201406004"
"0528292040","2423 GRANT CIR","200000","1/1/2014 12:00:00 AM","Normal","195000","Dwg&Lot","1999","1675","0","24682","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","201400276"
"0528292050","2422 GRANT CIR","233375","4/1/2016 12:00:00 AM","Normal","205000","Dwg&Lot","1999","1891","642","10797","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","201603981"
"0528292060","2416 GRANT CIR","225000","5/1/2008 12:00:00 AM","Normal","257200","Dwg&Lot","1999","2322","870","12460","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","805315"
"0528292070","2410 GRANT CIR","214000","6/1/2009 12:00:00 AM","Normal","244200","Dwg&Lot","1999","2060","772","8755","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","907974"
"0528294010","3838 HYDE AVE","185000","5/1/2007 12:00:00 AM","Normal","202900","Dwg&Lot","1999","1644","0","9649","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","706463"
"0528294020","3834 HYDE AVE","209900","7/1/2014 12:00:00 AM","Normal","211700","Dwg&Lot","1999","1860","312","12220","3","Yes","1","Single-family detached (includes detached townhouses)","Split level","Gilbert","201406216"
"0528294030","3830 HYDE AVE","177200","12/1/2005 12:00:00 AM","Normal","185000","Dwg&Lot","1999","1512","0","8280","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","515639"
"0528294040","3826 HYDE AVE","156000","6/1/2003 12:00:00 AM","Normal","190700","Dwg&Lot","1999","1647","0","7808","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","311721"
"0528294050","3822 HYDE AVE","168000","6/1/2009 12:00:00 AM","Normal","189300","Dwg&Lot","1999","1430","240","7848","3","Yes","1","Single-family detached (includes detached townhouses)","Split level","Gilbert","906866"
"0528294060","3816 HYDE AVE","185900","5/1/2008 12:00:00 AM","Normal","201400","Dwg&Lot","1999","1651","0","8390","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","806014"
"0528294070","3808 HYDE AVE","230000","2/1/2006 12:00:00 AM","Normal","269100","Dwg&Lot","1999","2309","473","8738","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","601783"
"0528294090","2229 WINDFIELD DR","256000","4/1/2016 12:00:00 AM","Normal","235800","Dwg&Lot","1999","2035","0","9420","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","201603593"
"0528294100","2225 WINDFIELD DR","137980","3/1/1999 12:00:00 AM","Partial","192900","Dwg&Lot","1999","1606","0","10470","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","9904227"
"0528301030","3336 BAYBERRY CIR","587530","1/1/2000 12:00:00 AM","Partial","864500","Dwg&Lot","1999","3458","2803","61758","2","Yes","3","Single-family detached (includes detached townhouses)","One story","NoRidge","1685"
"0528301040","3333 BAYBERRY CIR","572514","12/1/1999 12:00:00 AM","Partial","655000","Dwg&Lot","1999","3319","296","46990","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","NoRidge","0270"
"0528301050","3325 BAYBERRY CIR","304000","6/1/2005 12:00:00 AM","Normal","344300","Dwg&Lot","1999","2554","0","14721","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","NoRidge","507735"
"0528310010","3227 BAYBERRY RD","270029","7/1/1999 12:00:00 AM","Partial","354100","Dwg&Lot","1999","2669","1163","11969","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","NoRidge","1005897"
"0528310075","3133 BAYBERRY RD","510000","4/1/2014 12:00:00 AM","Normal","525700","Dwg&Lot","1999","2492","2134","15425","2","Yes","4","Single-family detached (includes detached townhouses)","One story","NoRidge","201402710"
"0528310090","3111 BAYBERRY RD","457000","3/1/2014 12:00:00 AM","Normal","447700","Dwg&Lot","1999","2464","2006","9820","3","Yes","2","Single-family detached (includes detached townhouses)","One story","NoRidge","201408025"
"0528315050","3204 BAYBERRY RD","334900","5/1/2004 12:00:00 AM","Normal","357500","Dwg&Lot","1999","2704","213","9545","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","NoRidge","406178"
"0528315090","3122 BAYBERRY RD","337000","7/1/2009 12:00:00 AM","Normal","368700","Dwg&Lot","1999","2365","1163","9430","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","NoRidge","909117"
"0528321100","3205 EVERGREEN RD","281900","6/1/2000 12:00:00 AM","Normal","342800","Dwg&Lot","1999","2292","1006","8984","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","NoRidge","201205653"
"0528322010","3248 EVERGREEN RD","39900","3/1/1996 12:00:00 AM","Partial","370100","Dwg&Lot","1999","2599","0","12886","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","NoRidge","9603360"
"0528326010","3143 ALMOND RD","220635","9/1/1999 12:00:00 AM","Partial","279300","Dwg&Lot","1999","2514","0","15212","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","NoRidge","9914626"
"0528328010","3516 VALLEY VIEW RD","325000","3/1/2012 12:00:00 AM","Normal","376800","Dwg&Lot","1999","2079","1597","12156","3","Yes","1","Single-family detached (includes detached townhouses)","One story","NoRidge","201202988"
"0528328020","3508 VALLEY VIEW RD","353000","5/1/2012 12:00:00 AM","Normal","377600","Dwg&Lot","1999","2587","840","10768","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","NoRidge","201206794"
"0528328030","3502 VALLEY VIEW RD","410000","9/1/2015 12:00:00 AM","Normal","386400","Dwg&Lot","1999","2709","741","10433","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","NoRidge","201509151"
"0528328040","3440 VALLEY VIEW RD","356400","11/1/1999 12:00:00 AM","Partial","420500","Dwg&Lot","1999","2712","1125","10578","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","NoRidge","9915427"
"0528328050","3434 VALLEY VIEW RD","50500","4/1/1999 12:00:00 AM","Partial","360300","Dwg&Lot","1999","1868","1173","11760","2","Yes","1","Single-family detached (includes detached townhouses)","One story","NoRidge","9904804"
