"Parcel ID","Address","Sale Price","Sale Date","Sale Condition","Assessed Value","Parcel Type","Year Built","Total Living Area","Finished Bsmt Area","Lot Area","Bedrooms","Central Air","Fireplaces","Occupancy","Style","Neighborhood","INSTRUMENTNUMBER"
"0527108010","4323 HARRISON CIR","320000","3/1/2006 12:00:00 AM","Partial","318300","Dwg&Lot","2005","2462","57","19378","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","603462"
"0527108030","4313 HARRISON CIR","240000","7/1/2014 12:00:00 AM","Normal","292100","Dwg&Lot","2005","2044","713","13128","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","201405982"
"0527108040","4309 HARRISON CIR","316000","8/1/2016 12:00:00 AM","Normal","271200","Dwg&Lot","2005","1801","728","10463","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","201608515"
"0527108050","4305 HARRISON CIR","244950","11/1/2005 12:00:00 AM","Partial","278200","Dwg&Lot","2005","1664","0","15553","3","Yes","1","Single-family detached (includes detached townhouses)","One story","Gilbert","201611912"
"0527108060","4301 HARRISON CIR","309000","5/1/2006 12:00:00 AM","Partial","447900","Dwg&Lot","2005","2212","243","13751","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","606033"
"0527208010","1408 EDGEWATER CT","355000","7/1/2008 12:00:00 AM","Normal","410000","Dwg&Lot","2005","2500","0","13543","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","Stonebr","808699"
"0527208020","1414 EDGEWATER CT","432500","3/1/2016 12:00:00 AM","Normal","491700","Dwg&Lot","2005","2966","1189","11263","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","Stonebr","201604766"
"0527208030","1420 EDGEWATER CT","462467","10/1/2005 12:00:00 AM","Partial","516500","Dwg&Lot","2005","2038","1766","22883","2","Yes","1","Single-family detached (includes detached townhouses)","One story","Stonebr","514061"
"0527210030","1416 PANORAMIC CT","457347","3/1/2006 12:00:00 AM","Partial","482100","Dwg&Lot","2005","2798","1218","16023","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Stonebr","603454"
"0527210060","1401 PANORAMIC CT","377426","7/1/2007 12:00:00 AM","Normal","403700","Dwg&Lot","2005","1922","1249","14157","3","Yes","1","Single-family detached (includes detached townhouses)","One story","Stonebr","710365"
"0527212030","4026 EDGEWATER DR","556581","7/1/2006 12:00:00 AM","Partial","527200","Dwg&Lot","2005","2868","240","16056","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","Stonebr","608585"
"0527212050","4014 EDGEWATER DR","322500","5/1/2011 12:00:00 AM","Normal","379400","Dwg&Lot","2005","2504","0","11198","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","Stonebr","201107422"
"0527212060","4008 EDGEWATER DR","349265","7/1/2007 12:00:00 AM","Normal","414500","Dwg&Lot","2005","2541","986","12328","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","Stonebr","707851"
"0527212070","4002 EDGEWATER DR","328000","2/1/2012 12:00:00 AM","Normal","382100","Dwg&Lot","2005","2460","735","15987","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","Stonebr","201202479"
"0527214040","4019 FRANCES E DAVIS CT","414685","9/1/2005 12:00:00 AM","Partial","492100","Dwg&Lot","2005","2850","144","25262","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Stonebr","201608718"
"0527216010","4001 LAURA CT","401179","1/1/2006 12:00:00 AM","Partial","484100","Dwg&Lot","2005","2795","1225","15922","4","Yes","2","Single-family detached (includes detached townhouses)","Two story","Stonebr","600989"
"0527216060","4123 LAURA CT","542273","10/1/2005 12:00:00 AM","Partial","584100","Dwg&Lot","2005","3084","1266","25341","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","Stonebr","514210"
"0527216120","4020 LAURA CT","665000","6/1/2011 12:00:00 AM","Normal","695200","Dwg&Lot","2005","2682","2319","11702","2","Yes","3","Single-family detached (includes detached townhouses)","One story","Stonebr","201105830"
"0527216130","4014 LAURA CT","341119","8/1/2005 12:00:00 AM","Partial","420400","Dwg&Lot","2005","1878","1180","11565","3","Yes","1","Single-family detached (includes detached townhouses)","One story","Stonebr","510232"
"0527252090","3807 HOOVER AVE","318000","8/1/2006 12:00:00 AM","Normal","342800","Dwg&Lot","2005","1714","1191","8147","2","Yes","1","Townhouse:  end unit","One story","Stonebr","609813"
"0527252100","3719 HOOVER AVE","44000","5/1/2005 12:00:00 AM","Normal","389600","Dwg&Lot","2005","1725","1430","12274","1","Yes","1","Townhouse:  end unit","One story","Stonebr","511217"
"0527254070","1120 ADAMS ST","319000","8/1/2006 12:00:00 AM","Partial","365500","Dwg&Lot","2005","1826","1422","11302","3","Yes","1","Single-family detached (includes detached townhouses)","One story","Stonebr","610620"
"0527256010","3918 HOOVER AVE","47500","10/1/2005 12:00:00 AM","Normal","378400","Dwg&Lot","2005","1895","172","11330","3","Yes","1","Single-family detached (includes detached townhouses)","One story","Stonebr","713842"
"0527256020","1317 KINYON CIR","342500","8/1/2012 12:00:00 AM","Normal","370300","Dwg&Lot","2005","1695","1285","12427","2","Yes","1","Single-family detached (includes detached townhouses)","One story","Stonebr","201209160"
"0527256050","1211 KINYON CIR","59000","1/1/2005 12:00:00 AM","Normal","435400","Dwg&Lot","2005","1774","1532","14848","2","Yes","2","Single-family detached (includes detached townhouses)","One story","Stonebr","511217"
"0527256100","1130 KINYON CIR","65000","5/1/2005 12:00:00 AM","Normal","479600","Dwg&Lot","2005","2518","1049","22961","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","Stonebr","511217"
"0527256120","1210 KINYON CIR","470000","9/1/2006 12:00:00 AM","Normal","543800","Dwg&Lot","2005","2162","1818","18261","3","Yes","2","Single-family detached (includes detached townhouses)","One story","Stonebr","611772"
"0527256140","1308 KINYON CIR","66000","2/1/2006 12:00:00 AM","Normal","554300","Dwg&Lot","2005","2522","1764","20037","3","Yes","2","Single-family detached (includes detached townhouses)","One story","Stonebr","601943"
"0527258020","3802 HOOVER AVE","260000","6/1/2009 12:00:00 AM","Normal","314400","Dwg&Lot","2005","1530","1274","16158","3","Yes","1","Single-family detached (includes detached townhouses)","One story","Stonebr","906906"
"0527365010","2902 SOMERSET DR","305000","7/1/2014 12:00:00 AM","Normal","267600","Dwg&Lot","2005","2318","788","9512","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Somerst","201406125"
"0527365050","2926 SOMERSET DR","37500","10/1/2005 12:00:00 AM","Normal","220800","Dwg&Lot","2005","1444","0","8097","2","Yes","0","Single-family detached (includes detached townhouses)","One story","Somerst","512988"
"0528106090","3311 WESTON DR","65000","11/1/2005 12:00:00 AM","Normal","549600","Dwg&Lot","2005","2742","2264","16314","2","Yes","1","Single-family detached (includes detached townhouses)","One story","NRidgHt","515291"
"0528106110","3331 WESTON DR","450000","8/1/2007 12:00:00 AM","Normal","468700","Dwg&Lot","2005","2106","1489","15431","2","Yes","2","Single-family detached (includes detached townhouses)","One story","NRidgHt","710985"
"0528114010","3334 WESTON DR","420000","2/1/2014 12:00:00 AM","Normal","414900","Dwg&Lot","2005","1850","1452","14780","2","Yes","1","Single-family detached (includes detached townhouses)","One story","NRidgHt","201401363"
"0528118010","3335 PRESTON CIR","305000","4/1/2011 12:00:00 AM","Normal","321000","Dwg&Lot","2005","2376","0","14215","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","NRidgHt","201104103"
"0528118040","3311 PRESTON CIR","485000","6/1/2014 12:00:00 AM","Normal","559100","Dwg&Lot","2005","2758","1475","13654","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","NRidgHt","201404659"
"0528118090","3316 PRESTON CIR","460000","6/1/2008 12:00:00 AM","Normal","472400","Dwg&Lot","2005","2790","1082","12539","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","NRidgHt","201611684"
"0528118110","3332 PRESTON CIR","295000","6/1/2011 12:00:00 AM","Normal","292100","Dwg&Lot","2005","2480","0","13971","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","NRidgHt","201106129"
"0528120100","3005 BECKLEY ST","281000","11/1/2015 12:00:00 AM","Normal","267600","Dwg&Lot","2005","1541","1138","12182","3","Yes","1","Single-family detached (includes detached townhouses)","One story","NRidgHt","201511420"
"0528120110","3011 BECKLEY ST","275500","3/1/2006 12:00:00 AM","Normal","276800","Dwg&Lot","2005","2098","0","10240","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","NRidgHt","602696"
"0528120120","3019 BECKLEY ST","275000","6/1/2010 12:00:00 AM","Normal","311300","Dwg&Lot","2005","1698","110","11520","3","Yes","1","Single-family detached (includes detached townhouses)","One story","NRidgHt","1005849"
"0528120130","3101 BECKLEY ST","402000","7/1/2014 12:00:00 AM","Normal","391500","Dwg&Lot","2005","2331","1249","12151","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","NRidgHt","201406432"
"0528120140","3107 BECKLEY ST","338500","5/1/2006 12:00:00 AM","Partial","391600","Dwg&Lot","2005","2091","1290","9942","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","NRidgHt","606118"
"0528138020","4112 HASTINGS AVE","259000","2/1/2010 12:00:00 AM","Normal","281500","Dwg&Lot","2005","1822","28","14122","3","Yes","1","Single-family detached (includes detached townhouses)","One story","NRidgHt","1002315"
"0528138030","4106 HASTINGS AVE","345000","7/1/2006 12:00:00 AM","Partial","376400","Dwg&Lot","2005","2324","998","11924","4","Yes","2","Single-family detached (includes detached townhouses)","Two story","NRidgHt","608691"
"0528138050","4026 HASTINGS AVE","234760","6/1/2005 12:00:00 AM","Partial","261100","Dwg&Lot","2005","1616","20","10173","3","Yes","1","Single-family detached (includes detached townhouses)","One story","NRidgHt","509163"
"0528138070","4014 HASTINGS AVE","250000","4/1/2016 12:00:00 AM","Normal","230200","Dwg&Lot","2005","1462","36","10361","3","Yes","1","Single-family detached (includes detached townhouses)","One story","NRidgHt","201603417"
"0528142010","3130 BECKLEY ST","344133","7/1/2006 12:00:00 AM","Partial","345500","Dwg&Lot","2005","1888","863","12867","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","NRidgHt","608498"
"0528142070","3016 BECKLEY ST","329900","8/1/2006 12:00:00 AM","Partial","353500","Dwg&Lot","2005","2358","880","11643","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","NRidgHt","610866"
"0528142080","4027 HASTINGS AVE","44500","6/1/2005 12:00:00 AM","Normal","290700","Dwg&Lot","2005","1904","25","14983","3","Yes","1","Single-family detached (includes detached townhouses)","One story","NRidgHt","508437"
"0528144040","3005 HARRISON RD","255000","11/1/2005 12:00:00 AM","Partial","273300","Dwg&Lot","2005","1736","24","11366","3","Yes","0","Single-family detached (includes detached townhouses)","One story","NRidgHt","514874"
"0528150050","4115 VALLEY VIEW RD","334093","11/1/2005 12:00:00 AM","Partial","354900","Dwg&Lot","2005","1612","1190","12008","1","Yes","1","Single-family detached (includes detached townhouses)","One story","NRidgHt","515152"
"0528150060","4109 VALLEY VIEW RD","342731","10/1/2005 12:00:00 AM","Partial","408500","Dwg&Lot","2005","2018","1659","11708","3","Yes","1","Single-family detached (includes detached townhouses)","One story","NRidgHt","513577"
"0528150080","4017 VALLEY VIEW RD","372397","3/1/2006 12:00:00 AM","Partial","378600","Dwg&Lot","2005","1792","1232","13758","2","Yes","1","Single-family detached (includes detached townhouses)","One story","NRidgHt","604274"
"0528170040","3108 ROXBORO DR","466250","8/1/2014 12:00:00 AM","Normal","480900","Dwg&Lot","2005","2690","1408","20431","4","Yes","2","Single-family detached (includes detached townhouses)","Two story","NRidgHt","201407820"
"0528172020","3038 HARRISON RD","260500","8/1/2012 12:00:00 AM","Normal","271800","Dwg&Lot","2005","1904","546","10927","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","NRidgHt","201210226"
"0528172040","3026 HARRISON RD","191674","6/1/2005 12:00:00 AM","Partial","260200","Dwg&Lot","2005","1434","1201","12349","3","Yes","1","Single-family detached (includes detached townhouses)","One story","NRidgHt","506534"
"0528172050","3020 HARRISON RD","245700","5/1/2007 12:00:00 AM","Normal","288400","Dwg&Lot","2005","1614","1178","9926","3","Yes","0","Single-family detached (includes detached townhouses)","One story","NRidgHt","201405477"
"0528172070","3010 HARRISON RD","304900","12/1/2014 12:00:00 AM","Abnorml","282000","Dwg&Lot","2005","1721","1110","9254","3","Yes","0","Single-family detached (includes detached townhouses)","One story","NRidgHt","201500091"
"0528174010","2922 HARRISON RD","194700","6/1/2007 12:00:00 AM","Normal","197200","Dwg&Lot","2005","1358","20","7577","2","Yes","1","Townhouse:  end unit","One story","NRidgHt","706734"
"0528174020","2920 HARRISON RD","204000","8/1/2007 12:00:00 AM","Partial","246100","Dwg&Lot","2005","1293","856","3901","1","Yes","1","Townhouse:  inner unit","One story","NRidgHt","709866"
"0528174030","2916 HARRISON RD","267000","8/1/2015 12:00:00 AM","Normal","250500","Dwg&Lot","2005","1293","1021","3903","1","Yes","1","Townhouse:  inner unit","One story","NRidgHt","201508253"
"0528174040","2914 HARRISON RD","222500","12/1/2014 12:00:00 AM","Abnorml","216500","Dwg&Lot","2005","1358","758","6289","2","Yes","1","Townhouse:  end unit","One story","NRidgHt","201410796"
"0528174050","2910 HARRISON RD","213000","8/1/2009 12:00:00 AM","Normal","216500","Dwg&Lot","2005","1358","762","6904","2","Yes","1","Townhouse:  end unit","One story","NRidgHt","201103432"
"0528174060","2908 HARRISON RD","196000","8/1/2009 12:00:00 AM","Normal","234800","Dwg&Lot","2005","1306","900","5381","1","Yes","1","Townhouse:  inner unit","One story","NRidgHt","910317"
"0528174070","2904 HARRISON RD","184500","3/1/2009 12:00:00 AM","Normal","237800","Dwg&Lot","2005","1405","881","5122","1","Yes","1","Townhouse:  inner unit","One story","NRidgHt","902441"
"0528174080","2902 HARRISON RD","185850","6/1/2006 12:00:00 AM","Normal","217900","Dwg&Lot","2005","1364","792","7052","2","Yes","1","Townhouse:  end unit","One story","NRidgHt","609907"
