"Parcel ID","Address","Sale Price","Sale Date","Sale Condition","Assessed Value","Parcel Type","Year Built","Total Living Area","Finished Bsmt Area","Lot Area","Bedrooms","Central Air","Fireplaces","Occupancy","Style","Neighborhood","INSTRUMENTNUMBER"
"0526302030","3115 NORTHWOOD DR","149900","5/1/2006 12:00:00 AM","Normal","174500","Dwg&Lot","1954","1293","1007","11027","2","Yes","0","Single-family detached (includes detached townhouses)","One story","N Ames","606192"
"0526350030","3111 GROVE AVE","0","","Normal","162800","Dwg&Lot","1955","1456","826","11628","3","Yes","0","Single-family detached (includes detached townhouses)","One story","N Ames","201200974"
"0527175040","1503 TOP O HOLLOW RD","0","","Normal","454700","Dwg&Lot","1955","4856","992","35750","4","Yes","3","Single-family detached (includes detached townhouses)","Two story","Gilbert","201203546"
"0527226020","3920 DAWES DR","115000","5/1/2008 12:00:00 AM","Normal","152500","Dwg&Lot","1952","1474","0","31220","3","Yes","2","Single-family detached (includes detached townhouses)","One story","Gilbert","20309489"
"0527250010","1021 TOP O HOLLOW RD","229000","2/1/2005 12:00:00 AM","Normal","259300","Dwg&Lot","1954","1975","1042","41302","1","Yes","2","Single-family detached (includes detached townhouses)","One story","Gilbert","501440"
"0527250033","1111 TOP O HOLLOW RD","155000","7/1/2011 12:00:00 AM","Normal","236500","Dwg&Lot","1954","2200","810","33902","3","Yes","0","Single-family detached (includes detached townhouses)","One story","Gilbert","201106975"
"0527250040","1121 TOP O HOLLOW RD 1123","145000","1/1/2006 12:00:00 AM","Normal","165900","Dwg&Lot","1955","1056","621","34650","3","No","0","Two-family conversion; originally built as one-family dwelling","One story","Gilbert","601368"
"0527250060","1211 TOP O HOLLOW RD","0","","Normal","161700","Dwg&Lot","1954","989","582","34650","2","Yes","1","Single-family detached (includes detached townhouses)","One story","Gilbert","140-138"
"0527250080","1301 TOP O HOLLOW RD","167500","1/1/2001 12:00:00 AM","Normal","206100","Dwg&Lot","1953","1770","724","34650","4","Yes","0","Single-family detached (includes detached townhouses)","One and one-half story:  2nd level finished","Gilbert","101231"
"0527275100","3701 CALHOUN AVE","118500","9/1/1998 12:00:00 AM","Normal","184400","Dwg&Lot","1952","1340","1200","38813","4","Yes","1","Single-family detached (includes detached townhouses)","One story","Gilbert","9812896"
