"Parcel ID","Address","Sale Price","Sale Date","Sale Condition","Assessed Value","Parcel Type","Year Built","Total Living Area","Finished Bsmt Area","Lot Area","Bedrooms","Central Air","Fireplaces","Occupancy","Style","Neighborhood","INSTRUMENTNUMBER"
"0527127010","4324 STONE BROOKE RD","37000","4/1/2001 12:00:00 AM","Normal","329600","Dwg&Lot","2001","1689","873","8388","2","Yes","1","Townhouse:  end unit","One story","Stonebr","105761"
"0527127020","1833 WATERBURY CIR","37000","5/1/2001 12:00:00 AM","Normal","292200","Dwg&Lot","2001","1615","852","5638","2","Yes","1","Townhouse:  end unit","One story","Stonebr","106534"
"0527127130","1810 WATERBURY CIR","370000","7/1/2015 12:00:00 AM","Normal","362000","Dwg&Lot","2001","1877","1601","9658","1","Yes","0","Townhouse:  end unit","One story","Stonebr","201506856"
"0527127140","1814 WATERBURY CIR","286000","8/1/2008 12:00:00 AM","Normal","315000","Dwg&Lot","2001","1593","1153","4923","0","Yes","1","Townhouse:  end unit","One story","Stonebr","808702"
"0527127150","1818 WATERBURY CIR","232500","6/1/2013 12:00:00 AM","Normal","232300","Dwg&Lot","2001","1338","616","4920","2","Yes","0","Townhouse:  end unit","One story","Stonebr","201307988"
"0527127160","1822 WATERBURY CIR","244000","5/1/2013 12:00:00 AM","Normal","269900","Dwg&Lot","2001","1598","694","4920","2","Yes","0","Townhouse:  end unit","One story","Stonebr","201305685"
"0527131075","4223 STONE BROOKE RD","52000","12/1/2001 12:00:00 AM","Normal","360800","Dwg&Lot","2001","1970","1228","11178","1","Yes","0","Single-family detached (includes detached townhouses)","One story","Stonebr","118030"
"0527363020","2811 SOMERSET DR","180400","1/1/2003 12:00:00 AM","Normal","192700","Dwg&Lot","2001","1695","0","7637","3","Yes","0","Single-family detached (includes detached townhouses)","Two story","Somerst","301893"
"0527363030","2817 SOMERSET DR","35500","10/1/2001 12:00:00 AM","Normal","233300","Dwg&Lot","2001","1960","0","7621","3","Yes","0","Single-family detached (includes detached townhouses)","Two story","Somerst","114813"
"0527366040","2824 SOMERSET DR","191750","1/1/2005 12:00:00 AM","Normal","207800","Dwg&Lot","2001","1875","0","7032","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Somerst","905645"
"0527366050","2830 SOMERSET DR","183500","11/1/2002 12:00:00 AM","Partial","217100","Dwg&Lot","2001","1820","627","7417","3","Yes","0","Single-family detached (includes detached townhouses)","Two story","Somerst","219828"
"0527427150","3313 POLARIS DR","153000","5/1/2002 12:00:00 AM","Normal","187000","Dwg&Lot","2001","1337","0","4112","2","Yes","1","Townhouse:  end unit","One story","N Ames","208143"
"0527427160","3315 POLARIS DR","155000","7/1/2007 12:00:00 AM","Normal","185900","Dwg&Lot","2001","1337","0","4113","2","Yes","1","Townhouse:  end unit","One story","N Ames","904336"
"0527430370","3219 ROY KEY AVE UNIT 101","0","","No Data","102300","Dwg&Lot","2001","1052","0","2734","3","Yes","0","Condominium unit","One story","IOCondo","9907685"
"0527430375","3219 ROY KEY AVE UNIT 102","0","","No Data","69400","Dwg&Lot","2001","739","0","1917","1","Yes","0","Condominium unit","One story","IOCondo","9907685"
"0527430380","3219 ROY KEY AVE UNIT 103","0","","No Data","100700","Dwg&Lot","2001","1029","0","2675","3","Yes","0","Condominium unit","One story","IOCondo","9907685"
"0527430385","3219 ROY KEY AVE UNIT 104","0","","No Data","66100","Dwg&Lot","2001","697","0","1812","1","Yes","0","Condominium unit","One story","IOCondo","9907685"
"0527430390","3219 ROY KEY AVE UNIT 105","0","","No Data","105000","Dwg&Lot","2001","1087","0","2826","3","Yes","0","Condominium unit","One story","IOCondo","9907685"
"0527430395","3219 ROY KEY AVE UNIT 106","0","","No Data","101700","Dwg&Lot","2001","1043","0","2714","3","Yes","0","Condominium unit","One story","IOCondo","9907685"
"0527430400","3219 ROY KEY AVE UNIT 107","0","","No Data","66100","Dwg&Lot","2001","697","0","1812","1","Yes","0","Condominium unit","One story","IOCondo","9907685"
"0527430405","3219 ROY KEY AVE UNIT 201","0","","No Data","102000","Dwg&Lot","2001","1036","0","2894","3","Yes","0","Condominium unit","One story","IOCondo","9907685"
"0527430410","3219 ROY KEY AVE UNIT 202","0","","No Data","69600","Dwg&Lot","2001","739","0","1917","1","Yes","0","Condominium unit","One story","IOCondo","9907685"
"0527430415","3219 ROY KEY AVE UNIT 203","0","","No Data","101000","Dwg&Lot","2001","1029","0","2675","3","Yes","0","Condominium unit","One story","IOCondo","9907685"
"0527430420","3219 ROY KEY AVE UNIT 204","0","","No Data","66400","Dwg&Lot","2001","697","0","1812","1","Yes","0","Condominium unit","One story","IOCondo","9907685"
"0527430425","3219 ROY KEY AVE UNIT 205","0","","No Data","105300","Dwg&Lot","2001","1087","0","2826","3","Yes","0","Condominium unit","One story","IOCondo","9907685"
"0527430430","3219 ROY KEY AVE UNIT 206","0","","No Data","102000","Dwg&Lot","2001","1043","0","2714","3","Yes","0","Condominium unit","One story","IOCondo","9907685"
"0527430435","3219 ROY KEY AVE UNIT 207","0","","No Data","66500","Dwg&Lot","2001","697","0","1812","1","Yes","0","Condominium unit","One story","IOCondo","9907685"
"0528178020","3809 VALLEY VIEW RD","459000","7/1/2016 12:00:00 AM","Normal","394400","Dwg&Lot","2001","2596","741","14040","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","NRidgHt","201607589"
"0528178060","3720 BRIDGEPORT DR","336505","6/1/2002 12:00:00 AM","Partial","396000","Dwg&Lot","2001","2805","1015","15772","4","Yes","2","Single-family detached (includes detached townhouses)","Two story","NRidgHt","208405"
"0528178070","3728 BRIDGEPORT DR","421250","1/1/2008 12:00:00 AM","Normal","359500","Dwg&Lot","2001","2649","1075","16900","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","NRidgHt","801012"
"0528180030","3119 BURNHAM DR","332000","12/1/2002 12:00:00 AM","Partial","383300","Dwg&Lot","2001","2363","672","9187","2","Yes","1","Townhouse:  end unit","One story","NRidgHt","220888"
"0528180040","3109 BURNHAM DR","257400","9/1/2003 12:00:00 AM","Normal","314900","Dwg&Lot","2001","1765","1018","8686","2","Yes","1","Townhouse:  end unit","One story","NRidgHt","319386"
"0528235070","3905 BRICKMAN AVE","267500","8/1/2003 12:00:00 AM","Normal","280500","Dwg&Lot","2001","2301","742","9243","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","318366"
"0528240090","3908 BRICKMAN AVE","163750","7/1/2001 12:00:00 AM","Partial","243500","Dwg&Lot","2001","1358","1285","12238","3","Yes","0","Single-family detached (includes detached townhouses)","One story","Gilbert","110477"
"0528250110","3910 WESTLAWN DR","199000","6/1/2013 12:00:00 AM","Normal","210500","Dwg&Lot","2001","1496","708","7750","3","Yes","0","Single-family detached (includes detached townhouses)","Two story","Gilbert","201307105"
"0528250120","3914 WESTLAWN DR","240000","6/1/2011 12:00:00 AM","Normal","274900","Dwg&Lot","2001","2323","722","7750","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","201106198"
"0528250130","3918 WESTLAWN DR","233000","10/1/2010 12:00:00 AM","Normal","267400","Dwg&Lot","2001","2407","0","7897","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","201010775"
"0528275025","3833 WESTLAWN DR","172900","5/1/2001 12:00:00 AM","Partial","225000","Dwg&Lot","2001","1889","0","8814","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","201605774"
"0528275090","3805 WESTLAWN DR","150500","10/1/2002 12:00:00 AM","Partial","172800","Dwg&Lot","2001","1374","0","10002","3","Yes","1","Single-family detached (includes detached townhouses)","Split level","Gilbert","201012432"
"0528280190","3824 WESTLAWN DR","219300","5/1/2002 12:00:00 AM","Partial","242900","Dwg&Lot","2001","2332","0","8027","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","208033"
"0528280200","3828 WESTLAWN DR","209000","7/1/2011 12:00:00 AM","Normal","231400","Dwg&Lot","2001","1982","0","7965","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","20110753"
"0528280210","3832 WESTLAWN DR","192846","1/1/2002 12:00:00 AM","Partial","227900","Dwg&Lot","2001","1960","420","8547","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","201513"
"0528292020","2411 GRANT CIR","236000","6/1/2016 12:00:00 AM","Normal","228400","Dwg&Lot","2001","2035","0","9505","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","Gilbert","201606861"
"0528301060","3315 BAYBERRY CIR","65000","7/1/1997 12:00:00 AM","Partial","435700","Dwg&Lot","2001","3332","0","28160","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","NoRidge","803382"
"0528320095","3314 GOLDENROD CIR","156000","11/1/1996 12:00:00 AM","Allocat","1288900","Dwg&Lot","2001","5230","4878","51739","1","Yes","2","Single-family detached (includes detached townhouses)","One story","NoRidge","101445"
"0528326050","3115 ALMOND ST","303000","5/1/2015 12:00:00 AM","Normal","245000","Dwg&Lot","2001","2214","0","11176","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","NoRidge","201505071"
"0528326080","3031 ALMOND RD","265000","8/1/2001 12:00:00 AM","Partial","297400","Dwg&Lot","2001","2152","848","10750","3","Yes","1","Single-family detached (includes detached townhouses)","Two story","NoRidge","111610"
"0528326100","3019 ALMOND RD","271000","9/1/2001 12:00:00 AM","Partial","286700","Dwg&Lot","2001","2512","0","10750","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","NoRidge","113298"
"0528326160","3512 HONEYSUCKLE RD","277100","7/1/2001 12:00:00 AM","Partial","298900","Dwg&Lot","2001","2601","0","10080","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","NoRidge","201301325"
"0528327030","3108 ALMOND RD","51000","3/1/2001 12:00:00 AM","Normal","376500","Dwg&Lot","2001","2727","373","11143","3","Yes","2","Single-family detached (includes detached townhouses)","One story","NoRidge","503847"
"0528327060","3022 ALMOND RD","466500","3/1/2007 12:00:00 AM","Normal","537000","Dwg&Lot","2001","2633","1282","11400","2","Yes","2","Single-family detached (includes detached townhouses)","One story","NoRidge","703727"
"0528327090","3002 ALMOND RD","384200","8/1/2001 12:00:00 AM","Partial","498600","Dwg&Lot","2001","2145","1566","13319","1","Yes","2","Single-family detached (includes detached townhouses)","One story","NoRidge","111369"
"0528328120","3423 HONEYSUCKLE RD","336950","6/1/2001 12:00:00 AM","Partial","387800","Dwg&Lot","2001","2344","1333","13151","4","Yes","1","Single-family detached (includes detached townhouses)","Two story","NoRidge","108192"
"0528332030","3414 HONEYSUCKLE RD","42000","4/1/2001 12:00:00 AM","Normal","407600","Dwg&Lot","2001","4077","0","28926","5","Yes","1","Single-family detached (includes detached townhouses)","Two story","NoRidge","105301"
"0528332060","3506 HONEYSUCKLE RD","277000","4/1/2002 12:00:00 AM","Partial","309800","Dwg&Lot","2001","1669","1233","10248","1","Yes","2","Single-family detached (includes detached townhouses)","One story","NoRidge","205624"
"0531376110","5222 KANSAS DR","184900","5/1/2013 12:00:00 AM","Normal","194800","Dwg&Lot","2001","1353","572","7800","3","Yes","0","Single-family detached (includes detached townhouses)","One story","SawyerW","201305771"
"0531376120","5216 KANSAS DR","189500","10/1/2015 12:00:00 AM","Normal","177400","Dwg&Lot","2001","1367","0","7885","3","Yes","0","Single-family detached (includes detached townhouses)","One story","SawyerW","201511155"
"0531376140","5204 KANSAS DR","152498","11/1/2001 12:00:00 AM","Partial","179200","Dwg&Lot","2001","1338","0","10151","3","Yes","0","Single-family detached (includes detached townhouses)","One story","SawyerW","116760"
"0531379040","5223 NEVADA CIR","190000","7/1/2012 12:00:00 AM","Normal","201100","Dwg&Lot","2001","1695","625","7324","3","Yes","0","Single-family detached (includes detached townhouses)","Two story","SawyerW","201208741"
"0531382040","1322 CALIFORNIA AVE","154000","10/1/2002 12:00:00 AM","Partial","177500","Dwg&Lot","2001","1666","0","8100","3","Yes","0","Single-family detached (includes detached townhouses)","Two story","SawyerW","217396"
"0531382050","1328 CALIFORNIA AVE","154900","5/1/2003 12:00:00 AM","Normal","184400","Dwg&Lot","2001","1338","0","8100","3","Yes","0","Single-family detached (includes detached townhouses)","One story","SawyerW","903348"
"0531382060","1334 CALIFORNIA AVE","184000","5/1/2004 12:00:00 AM","Normal","199300","Dwg&Lot","2001","1662","541","9396","3","Yes","0","Single-family detached (includes detached townhouses)","Two story","SawyerW","406863"
"0531385010","1526 NEBRASKA AVE","152100","1/1/2002 12:00:00 AM","Normal","188100","Dwg&Lot","2001","1680","0","11758","3","Yes","0","Single-family detached (includes detached townhouses)","Two story","SawyerW","200614"
"0531385020","1516 NEBRASKA AVE","189000","4/1/2009 12:00:00 AM","Normal","224200","Dwg&Lot","2001","1434","1099","8529","3","Yes","1","Single-family detached (includes detached townhouses)","One story","SawyerW","904751"
"0531385030","1510 NEBRASKA AVE","148400","11/1/2001 12:00:00 AM","Partial","180300","Dwg&Lot","2001","1699","0","8452","3","Yes","0","Single-family detached (includes detached townhouses)","Two story","SawyerW","117426"
"0531385040","1502 NEBRASKA AVE","142000","5/1/2001 12:00:00 AM","Partial","203600","Dwg&Lot","2001","1347","921","8450","3","Yes","0","Single-family detached (includes detached townhouses)","One story","SawyerW","106885"
"0531385050","1424 NEBRASKA AVE","152281","5/1/2001 12:00:00 AM","Partial","176800","Dwg&Lot","2001","1690","0","8450","3","Yes","0","Single-family detached (includes detached townhouses)","Two story","SawyerW","106076"
"0531385060","1418 NEBRASKA AVE","190500","9/1/2008 12:00:00 AM","Normal","196000","Dwg&Lot","2001","1677","472","8450","3","Yes","0","Single-family detached (includes detached townhouses)","Two story","SawyerW","908751"
"0532477190","3338 CANTERBURY CT","242500","5/1/2011 12:00:00 AM","Normal","230500","Dwg&Lot","2001","1562","0","19255","3","Yes","1","Single-family detached (includes detached townhouses)","One story","Veenker","201213358"
"0533205010","2820 BUCKINGHAM CT","226400","4/1/2002 12:00:00 AM","Partial","306400","Dwg&Lot","2001","1489","689","5709","1","Yes","1","Townhouse:  end unit","One story","Somerst","207198"
"0533205020","2824 BUCKINGHAM CT","350000","4/1/2016 12:00:00 AM","Normal","314800","Dwg&Lot","2001","1496","820","4730","1","Yes","1","Townhouse:  end unit","One story","Somerst","201603473"
